,doctor_altruism,doctor_likes_soldier,doctor_likes_actor,doctor_has_food,doctor_has_meds,soldier_altruism,soldier_likes_doctor,soldier_likes_actor,soldier_has_food,soldier_has_meds,actor_altruism,actor_likes_doctor,actor_likes_soldier,actor_has_food,actor_has_meds,food_quantity,meds_quantity,active,results
"
2746,2,-1,-2,0,0,-1,-1,-1,0,0,1,-1,-1,1,0,0,0,soldier,"Time limit reached.
"
2747,2,2,-1,0,0,-2,-1,-1,0,1,0,-2,-1,0,0,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2748,1,2,-1,1,0,1,-2,0,1,0,2,-1,-2,0,0,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2749,-2,2,1,0,0,-1,2,1,1,1,2,0,1,0,0,1,0,soldier,"Time limit reached.
"
2750,1,-2,0,1,0,1,-2,0,1,0,2,2,-2,0,0,0,0,soldier,"prepare_meeting(actor, doctor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
2751,-2,-2,1,1,1,-1,-2,1,1,1,2,1,1,1,1,0,0,doctor,"Time limit reached.
"
2752,-2,0,2,0,1,2,1,1,0,1,-1,-2,0,0,1,1,0,soldier,"Time limit reached.
"
2753,-1,-1,1,0,1,1,0,-1,1,1,-1,1,1,1,1,1,1,actor,"Time limit reached.
"
2754,2,-2,2,1,0,-1,-2,-2,1,1,1,2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2755,-1,-1,2,1,1,0,2,-2,1,1,2,-1,-2,0,0,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2756,2,-2,1,1,1,0,-1,1,1,0,1,-1,1,0,0,0,1,soldier,"Time limit reached.
"
2757,-1,-1,0,1,0,0,-2,-1,1,1,-1,0,-1,1,1,0,0,doctor,"prepare_meeting(doctor, soldier) prepare_trap(actor, soldier, doctor) attack(doctor, soldier)
"
2758,1,2,0,0,0,-1,-2,1,0,0,2,1,-2,0,1,1,0,soldier,"Time limit reached.
"
2759,0,2,-2,1,1,-2,2,-2,1,0,-2,1,-1,0,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2760,1,-2,-1,0,1,-1,0,-2,0,1,-1,2,-1,0,1,0,0,soldier,"prepare_meeting(actor, doctor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
2761,2,1,1,1,0,-1,1,0,0,0,2,1,-1,0,1,0,1,doctor,"Time limit reached.
"
2762,-1,0,2,1,1,0,0,0,1,0,-1,1,-1,0,0,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2763,2,-1,2,0,1,0,-2,1,0,0,1,1,1,0,0,0,1,actor,"Time limit reached.
"
2764,1,-2,0,1,0,2,2,-2,1,0,1,-1,-2,1,1,0,0,soldier,"Time limit reached.
"
2765,1,1,2,1,1,-1,0,-1,0,0,-2,-1,-2,0,0,1,0,actor,"find(actor, food) get_item(actor, doctor, food)
"
2766,0,2,-1,0,0,-1,-2,2,0,1,1,-1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2767,1,-1,-1,1,0,-2,2,-2,1,1,2,0,-1,1,1,0,0,soldier,"Time limit reached.
"
2768,1,0,-2,0,0,2,-1,1,1,1,-1,-1,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
2769,1,2,-2,1,0,-1,2,0,0,0,0,0,0,1,0,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2770,2,-2,0,1,1,-1,2,-1,0,1,0,2,2,0,1,0,0,soldier,"prepare_meeting(soldier, doctor) prepare_trap(actor, doctor, soldier) attack(soldier, doctor)
"
2771,2,-1,0,1,1,2,-1,0,0,1,1,0,1,0,1,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2772,0,0,2,1,1,0,1,-1,0,0,-1,-2,1,0,1,1,1,actor,"give_item(actor, doctor, food) give_item(actor, doctor, meds) prepare_meeting(doctor, actor)
"
2773,-2,2,-2,0,0,-1,2,1,0,0,0,2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2774,-1,-1,1,1,0,-1,1,1,1,0,-1,1,1,0,0,0,1,doctor,"Time limit reached.
"
2775,0,-1,2,1,0,2,-1,0,0,0,-1,-1,-1,0,0,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2776,1,2,1,0,1,0,2,0,1,1,-2,1,1,0,0,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2777,1,2,1,1,1,-1,1,0,1,1,0,1,-1,1,1,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2778,2,0,-1,0,0,2,-2,2,0,1,-1,1,2,0,0,0,0,soldier,"Time limit reached.
"
2779,0,2,0,0,1,2,0,-1,0,1,-1,0,-2,0,0,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2780,-1,-2,1,0,1,-1,0,2,1,1,0,1,2,0,1,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2781,0,0,-1,1,0,-1,0,-2,1,1,2,2,-2,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2782,-1,0,-2,1,0,-1,-1,1,1,1,0,2,1,1,0,0,0,soldier,"Time limit reached.
"
2783,-2,-2,-1,0,1,0,0,-2,1,1,2,-2,-1,0,0,0,0,actor,"Time limit reached.
"
2784,-2,0,0,1,1,2,-2,0,0,0,-1,2,-2,0,1,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2785,-1,0,-1,0,1,0,-1,0,0,1,1,-2,1,0,0,0,1,actor,"Time limit reached.
"
2786,1,-1,1,1,1,1,0,-1,1,0,2,1,0,1,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2787,0,1,1,1,1,0,2,0,0,1,2,2,1,1,0,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2788,-2,0,-1,1,0,-2,1,-2,1,1,1,0,2,1,1,0,0,actor,"Time limit reached.
"
2789,1,0,0,1,1,1,-1,0,0,0,0,1,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2790,-2,1,-1,0,1,2,2,0,1,0,2,-1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2791,0,-2,-2,1,0,2,0,1,1,0,-2,2,0,0,0,1,1,soldier,"Time limit reached.
"
2792,1,1,0,1,1,0,1,-1,0,0,-1,2,-1,1,0,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2793,0,-1,2,0,1,0,-2,2,0,0,2,-2,2,1,1,0,0,actor,"Time limit reached.
"
2794,-2,0,1,0,1,-1,0,-2,0,0,-1,0,-1,0,0,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
2795,1,-2,-2,1,0,-2,0,-2,1,1,-1,-1,0,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2796,-1,-2,-2,1,0,0,2,-2,0,0,1,1,1,1,0,0,1,actor,"prepare_deal(actor, doctor, meds) prepare_trap(soldier, doctor, actor) attack(actor, doctor)
"
2797,-2,1,-2,1,1,0,-2,2,1,1,2,-2,0,1,0,0,0,actor,"Time limit reached.
"
2798,-1,1,2,0,1,0,1,0,0,1,-2,-2,-2,0,1,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2799,1,0,2,0,0,0,1,-2,1,0,0,-1,2,0,0,0,0,doctor,"Time limit reached.
"
2800,-1,-1,1,0,1,1,0,0,1,1,-2,2,1,0,0,1,0,doctor,"Time limit reached.
"
2801,-2,-1,0,1,1,-2,-2,2,0,0,-1,2,0,0,1,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2802,1,0,2,0,1,0,1,2,1,0,1,1,0,1,0,1,0,actor,"find(actor, food) get_item(actor, doctor, food)
"
2803,-2,0,0,1,1,-1,1,-1,1,1,0,0,-2,1,1,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2804,-1,0,0,1,0,-2,1,1,0,1,0,-1,1,1,1,0,0,soldier,"Time limit reached.
"
2805,0,0,1,0,1,0,-1,0,1,0,-2,0,0,0,0,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2806,0,-1,2,1,1,1,-2,2,0,1,1,-2,-2,1,1,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2807,1,0,1,0,0,-1,1,1,1,0,1,0,-1,0,1,1,1,soldier,"Time limit reached.
"
2808,2,2,-1,0,0,0,-2,1,0,0,1,-2,0,1,1,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2809,2,-2,1,0,0,1,0,2,1,1,1,-1,0,0,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2810,-2,0,-1,0,0,-1,-1,1,0,0,0,-1,0,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2811,-2,0,2,1,1,0,-2,0,1,0,-1,2,0,0,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2812,2,0,-1,1,1,1,-2,-1,1,0,1,-2,-2,1,1,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2813,1,1,0,0,0,-2,1,2,0,0,-2,1,2,1,0,0,0,soldier,"Time limit reached.
"
2814,2,0,0,0,1,-2,-2,-1,0,1,-2,1,-1,1,0,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2815,0,2,-1,1,0,-1,-2,1,0,1,2,0,0,0,0,0,1,soldier,"Time limit reached.
"
2816,2,1,-1,0,1,2,2,-1,1,0,2,0,2,1,1,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2817,-1,-1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2818,1,-1,1,0,0,-1,-1,0,1,1,1,-2,0,1,1,1,0,doctor,"prepare_deal(doctor, actor, food) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
"
2819,2,0,-2,1,1,2,-1,0,1,0,1,2,-2,0,0,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2820,-2,1,1,0,0,1,1,-1,0,1,-2,2,-1,0,0,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2821,-1,-2,-1,0,0,-1,2,0,0,1,-2,2,-1,0,0,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2822,0,-1,-2,1,0,0,1,0,1,0,1,0,-2,0,0,0,0,actor,"Time limit reached.
"
2823,-1,0,-2,1,1,-2,-2,1,0,1,1,0,2,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
2824,-2,-2,-1,1,0,2,-2,1,0,1,2,2,-1,0,1,0,1,soldier,"Time limit reached.
"
2825,1,-1,-1,1,1,-2,0,2,1,1,-1,1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2826,-1,2,2,0,1,-1,2,1,1,1,0,-2,1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2827,0,2,-2,0,0,0,-2,-1,0,0,1,1,0,1,0,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2828,1,1,-1,0,1,2,1,0,1,0,2,1,-2,1,0,1,0,actor,"find(actor, food) get_item(actor, doctor, food)
"
2829,1,2,0,0,1,1,0,-2,0,1,1,1,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2830,1,2,0,1,0,0,1,-1,1,0,-1,1,-1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2831,0,-1,0,1,1,-2,2,-2,1,0,2,2,0,1,1,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2832,-2,1,1,1,1,1,-1,-2,1,1,-2,-1,-2,0,0,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2833,-1,2,2,0,0,-1,-2,1,1,0,1,1,1,0,0,0,1,actor,"Time limit reached.
"
2834,2,2,-1,1,1,-2,-2,-1,1,0,1,0,0,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2835,1,-2,2,0,0,0,0,2,1,0,0,-1,1,0,0,1,1,actor,"Time limit reached.
"
2836,-1,2,2,1,1,0,1,1,1,0,2,0,-2,1,1,0,1,soldier,"Time limit reached.
"
2837,1,2,1,1,0,1,0,-2,0,1,-2,-1,-2,0,0,0,1,doctor,"Time limit reached.
"
2838,-1,-2,-1,1,1,2,2,-1,1,1,-1,2,0,0,0,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2839,-1,-1,1,0,0,0,-2,0,0,1,-1,-2,-2,0,1,0,0,doctor,"Time limit reached.
"
2840,-2,1,2,1,0,1,0,1,0,0,1,-1,-1,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2841,0,-1,0,1,1,1,-2,-2,1,0,-2,1,-2,0,0,0,0,soldier,"Time limit reached.
"
2842,-2,-2,1,0,0,2,-1,2,0,0,2,0,0,1,0,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2843,0,-2,1,1,0,2,0,2,0,0,2,1,-2,1,0,1,0,doctor,"Time limit reached.
"
2844,1,2,0,0,1,1,1,1,0,0,0,-1,-1,0,1,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2845,-1,-2,0,1,1,2,1,-2,1,1,2,0,1,1,1,1,1,actor,"Time limit reached.
"
2846,1,2,-2,0,1,2,1,2,0,0,1,1,-2,1,1,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2847,1,-1,2,0,1,1,1,2,0,0,1,2,1,0,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2848,0,-2,-2,1,1,-2,2,1,0,1,-2,2,2,0,0,1,0,actor,"find(actor, food) get_item(actor, doctor, food)
"
2849,-1,-1,1,0,0,2,2,-2,0,1,-1,-1,-2,0,0,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2850,0,1,2,1,0,-1,1,-1,1,1,-1,0,0,1,1,0,0,soldier,"Time limit reached.
"
2851,0,0,2,1,0,1,1,0,1,1,-1,1,2,1,1,0,0,actor,"Time limit reached.
"
2852,-1,-2,0,1,1,2,1,-2,0,1,-2,1,1,0,1,0,0,actor,"Time limit reached.
"
2853,2,-1,1,1,0,1,-2,0,1,1,2,-1,0,0,1,0,0,doctor,"Time limit reached.
"
2854,0,-2,-1,1,0,0,1,-2,1,0,1,-2,1,1,1,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2855,-1,2,-2,1,0,1,1,-1,0,0,0,1,-2,1,0,0,0,actor,"prepare_meeting(doctor, soldier) prepare_trap(actor, doctor, soldier) attack(actor, doctor)
"
2856,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,soldier,"Time limit reached.
"
2857,-1,0,1,1,0,2,2,0,1,1,2,1,1,0,1,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2858,-1,-2,-1,0,1,0,-1,-1,0,0,2,0,-2,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2859,2,0,0,1,0,2,2,0,0,0,2,1,0,0,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2860,2,0,-1,1,0,0,-2,2,1,0,-2,1,2,1,1,0,0,doctor,"Time limit reached.
"
2861,-1,-1,0,1,0,-2,0,1,1,0,-1,1,-2,0,0,1,1,soldier,"Time limit reached.
"
2862,2,2,2,0,0,0,0,-1,1,1,1,-1,-2,1,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2863,0,0,0,0,1,2,1,2,1,1,-1,-1,0,0,0,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2864,0,-2,2,0,1,0,-1,0,0,0,-2,2,-2,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2865,-2,0,-1,1,1,-2,-1,1,1,0,-1,-1,-1,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
2866,1,2,1,1,1,-2,2,2,0,1,1,0,2,1,1,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
2867,1,2,0,1,1,0,-1,2,1,0,-1,2,0,0,1,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2868,2,-2,2,1,1,-1,1,1,1,0,1,1,1,1,0,0,1,actor,"Time limit reached.
"
2869,1,-1,-2,1,0,1,1,-2,1,0,2,2,2,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2870,1,0,1,1,1,0,-1,0,0,0,-1,-1,-1,1,0,0,0,doctor,"Time limit reached.
"
2871,0,1,-2,0,0,1,1,2,0,0,0,-2,-1,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2872,2,-2,1,0,0,2,-2,2,1,0,-1,0,1,0,1,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
2873,1,-1,2,1,0,1,0,-1,0,1,-1,-1,1,1,1,0,0,soldier,"give_item(actor, soldier, meds) get_item(soldier, actor, meds)
"
2874,-2,2,-1,0,1,1,0,-2,1,0,0,-2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2875,2,1,0,1,0,0,0,0,1,1,2,2,-1,0,0,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2876,0,2,1,0,0,-1,2,2,0,0,-2,-2,0,1,0,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2877,1,-1,0,1,1,1,-1,-2,1,0,2,2,-2,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2878,2,0,-2,1,0,0,-2,-2,0,0,0,0,2,1,1,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2879,2,-1,2,0,1,-2,0,1,1,1,1,2,1,1,1,0,0,actor,"Time limit reached.
"
2880,1,2,0,1,0,0,-1,1,0,0,2,1,-1,0,1,0,1,soldier,"Time limit reached.
"
2881,0,2,-1,0,0,2,-2,1,1,0,0,-1,1,0,1,0,0,actor,"Time limit reached.
"
2882,0,-1,0,0,0,-1,2,-2,0,0,-2,2,0,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2883,0,-2,-1,1,1,2,2,1,0,0,2,-2,-2,0,0,0,1,soldier,"Time limit reached.
"
2884,-2,1,-1,1,1,-1,0,1,1,1,1,2,-2,0,1,1,0,soldier,"Time limit reached.
"
2885,2,2,1,0,1,2,2,-2,0,1,1,2,-2,0,0,0,1,doctor,"Time limit reached.
"
2886,1,-2,-2,0,0,0,-2,1,1,1,0,-1,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
2887,1,-2,-1,0,0,2,-1,0,0,0,0,-2,-2,1,1,0,0,soldier,"Time limit reached.
"
2888,1,1,-1,1,1,0,-1,-1,1,1,-1,0,0,1,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2889,0,-2,0,1,1,-2,2,-2,1,0,0,-2,-1,0,0,0,0,soldier,"Time limit reached.
"
2890,1,-2,2,1,0,-1,-2,-2,0,0,-1,1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2891,0,-2,1,1,0,-2,0,0,0,1,-1,1,2,0,1,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2892,2,2,-2,0,0,2,1,-2,0,0,-1,1,-2,0,1,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2893,0,2,1,1,0,0,2,1,1,0,-2,-2,-2,1,1,1,0,doctor,"prepare_deal(doctor, actor, food) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
"
2894,1,1,1,1,0,-1,1,0,0,1,2,-2,2,0,0,1,0,actor,"find(actor, food) get_item(actor, doctor, food)
"
2895,1,-1,1,1,0,2,2,2,1,1,-2,-1,-1,0,1,1,0,doctor,"Time limit reached.
"
2896,1,2,-1,1,0,-1,2,2,1,0,0,-2,0,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2897,2,2,-2,0,0,0,-2,0,1,1,1,0,0,0,1,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2898,0,-1,0,1,1,-2,0,2,0,0,0,-1,1,1,0,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2899,0,2,-2,0,0,0,2,0,1,1,1,-1,0,1,0,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2900,0,-2,-1,0,0,-1,0,0,0,0,0,-1,2,0,0,0,0,actor,"Time limit reached.
"
2901,-2,-1,0,0,0,2,2,-1,1,0,1,2,0,1,1,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2902,-2,-2,-1,1,1,-2,0,0,0,0,1,0,0,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2903,0,2,2,1,1,-1,-2,-1,1,0,-1,-2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2904,-1,0,-2,0,1,1,2,-2,0,0,2,0,1,0,0,0,0,soldier,"give_item(actor, soldier, meds) get_item(soldier, actor, meds)
"
2905,2,2,0,0,0,-1,2,-1,0,1,-1,2,-2,1,1,0,0,actor,"Time limit reached.
"
2906,-2,-2,2,0,0,2,2,-2,0,1,0,1,0,1,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2907,1,-1,2,0,1,1,0,-1,0,0,0,-1,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2908,-2,1,2,1,0,-1,0,1,0,0,1,-1,0,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2909,-2,0,0,1,1,0,1,-2,0,1,-1,2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2910,1,0,1,0,0,-1,2,-1,0,0,1,-1,-1,1,1,1,0,actor,"find(actor, food) get_item(actor, doctor, food)
"
2911,-2,-2,-1,1,1,0,1,1,1,1,0,2,0,0,1,0,1,soldier,"prepare_deal(soldier, doctor, meds) prepare_trap(actor, doctor, soldier) attack(soldier, doctor)
"
2912,1,-2,2,1,1,0,-1,-1,0,1,-2,2,-1,0,0,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2913,2,-2,1,0,1,0,0,1,0,1,-1,2,-1,0,0,0,0,soldier,"Time limit reached.
"
2914,1,2,2,1,1,0,0,-1,0,1,-1,-1,-1,0,1,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2915,-1,0,0,1,1,-1,2,1,1,0,-1,0,1,1,1,1,0,soldier,"prepare_deal(soldier, doctor, food) prepare_trap(actor, doctor, soldier) attack(soldier, doctor)
"
2916,-1,1,-1,0,0,2,0,0,0,1,0,1,0,0,1,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2917,-2,-1,0,0,0,2,2,1,1,0,-2,0,1,1,0,0,1,soldier,"Time limit reached.
"
2918,0,-2,-2,1,0,1,2,-1,1,0,1,-2,1,1,0,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2919,-1,0,1,0,0,-2,2,2,1,0,1,1,-1,1,1,1,0,doctor,"Time limit reached.
"
2920,2,-2,0,1,1,2,-1,1,1,0,-2,0,1,0,0,1,1,soldier,"Time limit reached.
"
2921,-2,1,1,0,1,-1,-2,2,0,0,-2,2,-2,1,0,0,1,actor,"find(actor, meds) get_item(actor, doctor, meds)
"
2922,-2,-2,0,1,1,-1,-1,0,0,0,-2,2,-1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
"
2923,0,1,2,0,1,1,1,-1,0,0,-1,-1,1,1,1,0,0,actor,"Time limit reached.
"
2924,-1,-2,1,1,1,-2,1,2,1,1,-1,2,1,1,0,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
2925,-1,-2,-2,1,0,-1,-2,-2,1,1,-1,-1,1,0,1,0,0,actor,"prepare_deal(actor, doctor, food) prepare_trap(soldier, doctor, actor) attack(actor, doctor)
"
2926,-1,2,2,1,0,-1,-1,1,1,0,-2,0,2,1,0,0,1,soldier,"Time limit reached.
"
2927,0,-2,-2,1,1,-2,0,-2,1,0,1,1,-1,1,0,0,0,doctor,"Time limit reached.
"
2928,-2,1,-1,0,1,-1,1,-2,0,0,0,2,-2,0,1,0,0,doctor,"Time limit reached.
"
2929,1,2,0,0,1,2,1,-1,1,0,-2,2,2,0,0,1,0,actor,"find(actor, food) get_item(actor, doctor, food)
"
2930,2,2,-1,1,1,0,0,0,1,0,-2,1,2,0,0,0,0,soldier,"Time limit reached.
"
2931,-1,-2,1,1,0,2,2,0,1,0,2,0,2,1,1,0,0,doctor,"Time limit reached.
"
2932,2,1,1,1,1,-2,1,-1,1,0,0,-2,1,0,0,1,1,actor,"Time limit reached.
"
2933,-2,0,1,0,1,1,-2,2,0,0,1,1,-2,1,0,1,0,doctor,"Time limit reached.
"
2934,-1,-2,1,0,0,2,1,2,0,1,-1,2,-1,1,0,0,1,doctor,"Time limit reached.
"
2935,1,0,2,0,1,-2,0,-2,0,0,-2,1,2,1,1,0,0,soldier,"Time limit reached.
"
2936,0,1,2,0,1,0,0,1,0,0,-1,2,-1,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
"
2937,-1,-2,1,0,0,-1,2,0,1,0,1,1,1,1,1,1,0,actor,"Time limit reached.
"
2938,1,2,-1,0,1,2,2,1,0,0,0,0,-1,1,1,1,1,soldier,"Time limit reached.
"
2939,-1,2,2,0,0,-2,1,-1,0,0,-2,-2,-2,0,1,0,1,soldier,"find(soldier, meds) get_item(soldier, doctor, meds)
"
2940,2,2,1,0,1,0,-2,2,1,1,-1,1,-2,1,1,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2941,-2,0,2,1,1,0,2,-1,0,1,2,-2,-1,1,1,1,0,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2942,1,0,1,0,1,-2,2,0,1,1,0,2,-2,1,1,1,0,actor,"find(actor, food) get_item(actor, doctor, food)
"
2943,-2,1,-1,0,1,0,0,1,0,0,2,1,0,0,1,0,0,soldier,"Time limit reached.
"
2944,0,2,1,1,0,2,2,0,1,1,-1,0,-2,1,0,0,1,doctor,"Time limit reached.
"
2945,-2,1,-1,0,0,-1,2,-1,0,0,-2,0,-2,1,0,0,0,soldier,"Time limit reached.
"
2946,2,2,0,0,1,2,-1,-1,1,0,1,1,-1,1,0,0,0,soldier,"Time limit reached.
"
2947,0,2,1,1,0,0,-1,-2,1,1,-2,-2,2,0,1,0,0,doctor,"prepare_deal(doctor, soldier, food) prepare_trap(actor, soldier, doctor) attack(doctor, soldier)
"
2948,-1,2,1,1,0,1,-1,2,1,1,0,1,-2,1,0,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
2949,0,1,-2,0,1,2,1,-2,0,1,-1,2,2,1,0,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2950,2,0,1,1,1,2,0,-1,0,0,1,-2,1,1,1,1,1,soldier,"find(soldier, food) get_item(soldier, doctor, food)
"
2951,-2,-1,1,1,0,-2,2,1,0,1,-1,1,-2,0,1,1,1,soldier,"Time limit reached.
"
2952,0,-2,-1,1,0,-1,1,0,0,1,0,2,2,1,0,1,1,actor,"find(actor, food) get_item(actor, doctor, food)
"
2953,1,0,2,0,1,-2,-2,0,0,0,0,-1,1,1,1,1,1,actor,"Time limit reached.
"
2954,-1,-2,2,1,0,2,1,-2,1,0,2,-1,-2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
