,index,doctor_altruism,doctor_likes_soldier,doctor_likes_actor,doctor_has_food,doctor_has_meds,soldier_altruism,soldier_likes_doctor,soldier_likes_actor,soldier_has_food,soldier_has_meds,actor_altruism,actor_likes_doctor,actor_likes_soldier,actor_has_food,actor_has_meds,food_quantity,meds_quantity,active,results,wants_meds,wants_food,attacks_doctor,attacks_soldier,attacks_actor
1442,21630,-2,-2,-2,0,0,0,2,1,0,0,-1,0,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1443,21645,-2,-2,-2,0,0,0,2,1,0,0,-1,0,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1444,21660,-2,-2,-2,0,0,0,2,1,0,0,-1,0,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1445,21675,-2,-2,-2,0,0,0,2,1,0,0,-1,0,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1446,21690,-2,-2,-2,0,0,0,2,1,0,0,-1,0,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1447,21705,-2,-2,-2,0,0,0,2,1,0,0,-1,0,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1448,21720,-2,-2,-2,0,0,0,2,1,0,0,-1,0,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1449,21735,-2,-2,-2,0,0,0,2,1,0,0,-1,0,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1450,21750,-2,-2,-2,0,0,0,2,1,0,0,-1,0,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1451,21765,-2,-2,-2,0,0,0,2,1,0,0,-1,0,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1452,21780,-2,-2,-2,0,0,0,2,1,0,0,-1,0,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1453,21795,-2,-2,-2,0,0,0,2,1,0,0,-1,1,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1454,21810,-2,-2,-2,0,0,0,2,1,0,0,-1,1,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1455,21825,-2,-2,-2,0,0,0,2,1,0,0,-1,1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1456,21840,-2,-2,-2,0,0,0,2,1,0,0,-1,1,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1457,21855,-2,-2,-2,0,0,0,2,1,0,0,-1,1,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1458,21870,-2,-2,-2,0,0,0,2,1,0,0,-1,1,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1459,21885,-2,-2,-2,0,0,0,2,1,0,0,-1,1,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1460,21900,-2,-2,-2,0,0,0,2,1,0,0,-1,1,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1461,21915,-2,-2,-2,0,0,0,2,1,0,0,-1,1,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1462,21930,-2,-2,-2,0,0,0,2,1,0,0,-1,1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1463,21945,-2,-2,-2,0,0,0,2,1,0,0,-1,1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1464,21960,-2,-2,-2,0,0,0,2,1,0,0,-1,1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1465,21975,-2,-2,-2,0,0,0,2,1,0,0,-1,1,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1466,21990,-2,-2,-2,0,0,0,2,1,0,0,-1,1,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1467,22005,-2,-2,-2,0,0,0,2,1,0,0,-1,1,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1468,22020,-2,-2,-2,0,0,0,2,1,0,0,-1,1,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1469,22035,-2,-2,-2,0,0,0,2,1,0,0,-1,2,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1470,22050,-2,-2,-2,0,0,0,2,1,0,0,-1,2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1471,22065,-2,-2,-2,0,0,0,2,1,0,0,-1,2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1472,22080,-2,-2,-2,0,0,0,2,1,0,0,-1,2,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1473,22095,-2,-2,-2,0,0,0,2,1,0,0,-1,2,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1474,22110,-2,-2,-2,0,0,0,2,1,0,0,-1,2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1475,22125,-2,-2,-2,0,0,0,2,1,0,0,-1,2,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1476,22140,-2,-2,-2,0,0,0,2,1,0,0,-1,2,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1477,22155,-2,-2,-2,0,0,0,2,1,0,0,-1,2,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1478,22170,-2,-2,-2,0,0,0,2,1,0,0,-1,2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1479,22185,-2,-2,-2,0,0,0,2,1,0,0,-1,2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1480,22200,-2,-2,-2,0,0,0,2,1,0,0,-1,2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1481,22215,-2,-2,-2,0,0,0,2,1,0,0,-1,2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1482,22230,-2,-2,-2,0,0,0,2,1,0,0,-1,2,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1483,22245,-2,-2,-2,0,0,0,2,1,0,0,-1,2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1484,22260,-2,-2,-2,0,0,0,2,1,0,0,-1,2,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1485,22275,-2,-2,-2,0,0,0,2,1,0,0,0,-2,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1486,22290,-2,-2,-2,0,0,0,2,1,0,0,0,-2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1487,22305,-2,-2,-2,0,0,0,2,1,0,0,0,-2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1488,22320,-2,-2,-2,0,0,0,2,1,0,0,0,-2,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1489,22335,-2,-2,-2,0,0,0,2,1,0,0,0,-2,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1490,22350,-2,-2,-2,0,0,0,2,1,0,0,0,-2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1491,22365,-2,-2,-2,0,0,0,2,1,0,0,0,-2,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1492,22380,-2,-2,-2,0,0,0,2,1,0,0,0,-2,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1493,22395,-2,-2,-2,0,0,0,2,1,0,0,0,-2,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1494,22410,-2,-2,-2,0,0,0,2,1,0,0,0,-2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1495,22425,-2,-2,-2,0,0,0,2,1,0,0,0,-2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1496,22440,-2,-2,-2,0,0,0,2,1,0,0,0,-2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1497,22455,-2,-2,-2,0,0,0,2,1,0,0,0,-2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1498,22470,-2,-2,-2,0,0,0,2,1,0,0,0,-2,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1499,22485,-2,-2,-2,0,0,0,2,1,0,0,0,-2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1500,22500,-2,-2,-2,0,0,0,2,1,0,0,0,-2,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1501,22515,-2,-2,-2,0,0,0,2,1,0,0,0,-1,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1502,22530,-2,-2,-2,0,0,0,2,1,0,0,0,-1,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1503,22545,-2,-2,-2,0,0,0,2,1,0,0,0,-1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1504,22560,-2,-2,-2,0,0,0,2,1,0,0,0,-1,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1505,22575,-2,-2,-2,0,0,0,2,1,0,0,0,-1,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1506,22590,-2,-2,-2,0,0,0,2,1,0,0,0,-1,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1507,22605,-2,-2,-2,0,0,0,2,1,0,0,0,-1,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1508,22620,-2,-2,-2,0,0,0,2,1,0,0,0,-1,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1509,22635,-2,-2,-2,0,0,0,2,1,0,0,0,-1,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1510,22650,-2,-2,-2,0,0,0,2,1,0,0,0,-1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1511,22665,-2,-2,-2,0,0,0,2,1,0,0,0,-1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1512,22680,-2,-2,-2,0,0,0,2,1,0,0,0,-1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1513,22695,-2,-2,-2,0,0,0,2,1,0,0,0,-1,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1514,22710,-2,-2,-2,0,0,0,2,1,0,0,0,-1,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1515,22725,-2,-2,-2,0,0,0,2,1,0,0,0,-1,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1516,22740,-2,-2,-2,0,0,0,2,1,0,0,0,-1,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1517,22755,-2,-2,-2,0,0,0,2,1,0,0,0,0,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1518,22770,-2,-2,-2,0,0,0,2,1,0,0,0,0,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1519,22785,-2,-2,-2,0,0,0,2,1,0,0,0,0,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1520,22800,-2,-2,-2,0,0,0,2,1,0,0,0,0,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1521,22815,-2,-2,-2,0,0,0,2,1,0,0,0,0,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1522,22830,-2,-2,-2,0,0,0,2,1,0,0,0,0,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1523,22845,-2,-2,-2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1524,22860,-2,-2,-2,0,0,0,2,1,0,0,0,0,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1525,22875,-2,-2,-2,0,0,0,2,1,0,0,0,0,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1526,22890,-2,-2,-2,0,0,0,2,1,0,0,0,0,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1527,22905,-2,-2,-2,0,0,0,2,1,0,0,0,0,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1528,22920,-2,-2,-2,0,0,0,2,1,0,0,0,0,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1529,22935,-2,-2,-2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1530,22950,-2,-2,-2,0,0,0,2,1,0,0,0,0,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1531,22965,-2,-2,-2,0,0,0,2,1,0,0,0,0,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1532,22980,-2,-2,-2,0,0,0,2,1,0,0,0,0,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1533,22995,-2,-2,-2,0,0,0,2,1,0,0,0,1,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1534,23010,-2,-2,-2,0,0,0,2,1,0,0,0,1,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1535,23025,-2,-2,-2,0,0,0,2,1,0,0,0,1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1536,23040,-2,-2,-2,0,0,0,2,1,0,0,0,1,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1537,23055,-2,-2,-2,0,0,0,2,1,0,0,0,1,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1538,23070,-2,-2,-2,0,0,0,2,1,0,0,0,1,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1539,23085,-2,-2,-2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1540,23100,-2,-2,-2,0,0,0,2,1,0,0,0,1,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1541,23115,-2,-2,-2,0,0,0,2,1,0,0,0,1,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1542,23130,-2,-2,-2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1543,23145,-2,-2,-2,0,0,0,2,1,0,0,0,1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1544,23160,-2,-2,-2,0,0,0,2,1,0,0,0,1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1545,23175,-2,-2,-2,0,0,0,2,1,0,0,0,1,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1546,23190,-2,-2,-2,0,0,0,2,1,0,0,0,1,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1547,23205,-2,-2,-2,0,0,0,2,1,0,0,0,1,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1548,23220,-2,-2,-2,0,0,0,2,1,0,0,0,1,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1549,23235,-2,-2,-2,0,0,0,2,1,0,0,0,2,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1550,23250,-2,-2,-2,0,0,0,2,1,0,0,0,2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1551,23265,-2,-2,-2,0,0,0,2,1,0,0,0,2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1552,23280,-2,-2,-2,0,0,0,2,1,0,0,0,2,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1553,23295,-2,-2,-2,0,0,0,2,1,0,0,0,2,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1554,23310,-2,-2,-2,0,0,0,2,1,0,0,0,2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1555,23325,-2,-2,-2,0,0,0,2,1,0,0,0,2,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1556,23340,-2,-2,-2,0,0,0,2,1,0,0,0,2,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1557,23355,-2,-2,-2,0,0,0,2,1,0,0,0,2,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1558,23370,-2,-2,-2,0,0,0,2,1,0,0,0,2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1559,23385,-2,-2,-2,0,0,0,2,1,0,0,0,2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1560,23400,-2,-2,-2,0,0,0,2,1,0,0,0,2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1561,23415,-2,-2,-2,0,0,0,2,1,0,0,0,2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1562,23430,-2,-2,-2,0,0,0,2,1,0,0,0,2,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1563,23445,-2,-2,-2,0,0,0,2,1,0,0,0,2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1564,23460,-2,-2,-2,0,0,0,2,1,0,0,0,2,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1565,23475,-2,-2,-2,0,0,0,2,1,0,0,1,-2,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1566,23490,-2,-2,-2,0,0,0,2,1,0,0,1,-2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1567,23505,-2,-2,-2,0,0,0,2,1,0,0,1,-2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1568,23520,-2,-2,-2,0,0,0,2,1,0,0,1,-2,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1569,23535,-2,-2,-2,0,0,0,2,1,0,0,1,-2,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1570,23550,-2,-2,-2,0,0,0,2,1,0,0,1,-2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1571,23565,-2,-2,-2,0,0,0,2,1,0,0,1,-2,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1572,23580,-2,-2,-2,0,0,0,2,1,0,0,1,-2,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1573,23595,-2,-2,-2,0,0,0,2,1,0,0,1,-2,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1574,23610,-2,-2,-2,0,0,0,2,1,0,0,1,-2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1575,23625,-2,-2,-2,0,0,0,2,1,0,0,1,-2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1576,23640,-2,-2,-2,0,0,0,2,1,0,0,1,-2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1577,23655,-2,-2,-2,0,0,0,2,1,0,0,1,-2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1578,23670,-2,-2,-2,0,0,0,2,1,0,0,1,-2,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1579,23685,-2,-2,-2,0,0,0,2,1,0,0,1,-2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1580,23700,-2,-2,-2,0,0,0,2,1,0,0,1,-2,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1581,23715,-2,-2,-2,0,0,0,2,1,0,0,1,-1,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1582,23730,-2,-2,-2,0,0,0,2,1,0,0,1,-1,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1583,23745,-2,-2,-2,0,0,0,2,1,0,0,1,-1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1584,23760,-2,-2,-2,0,0,0,2,1,0,0,1,-1,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1585,23775,-2,-2,-2,0,0,0,2,1,0,0,1,-1,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1586,23790,-2,-2,-2,0,0,0,2,1,0,0,1,-1,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
1587,23805,-2,-2,-2,0,0,0,2,1,0,0,1,-1,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1588,23820,-2,-2,-2,0,0,0,2,1,0,0,1,-1,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
1589,23835,-2,-2,-2,0,0,0,2,1,0,0,1,-1,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
