,char_acting_health,char_acting_knowledge,char_acting_altruism,char_acting_ambition,char_acting_support,char_acting_money,char_acting_satisfaction,char_acting_state,char_acting_relation_char1,char_acting_supports_char1,char_acting_relation_char2,char_acting_supports_char2,char1_health,char1_knowledge,char1_altruism,char1_ambition,char1_support,char1_money,char1_satisfaction,char1_state,char1_relation_char_acting,char1_supports_char_acting,char1_relation_char2,char1_supports_char2,char2_health,char2_knowledge,char2_altruism,char2_ambition,char2_support,char2_money,char2_satisfaction,char2_state,char2_relation_char_acting,char2_supports_char_acting,char2_relation_char1,char2_supports_char1,ship_defense,ship_status,ship_magic,results,time
649,1,0,-2,1,1,1,0,blocked,-1,1,1,1,0,0,-2,4,0,0,0,hidden,2,0,0,0,0,1,2,2,1,1,0,?,1,0,-2,1,-1,1,1,"unblock_yourself(char_acting) key_action3(char_acting)
",1.0903236865997314
650,1,2,2,1,0,1,0,hidden,-2,0,1,0,0,1,2,1,1,1,0,?,1,0,1,0,1,2,-2,1,0,1,0,hidden,1,0,1,1,0,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.2592170238494873
651,2,0,2,4,0,1,0,hidden,1,0,2,1,2,2,-1,0,0,1,0,hidden,1,0,-1,1,2,1,1,1,1,1,0,?,2,1,1,0,1,1,0,"change_health_up(char_acting, char_acting) change_knowledge_up(char_acting) change_knowledge_up(char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",3.531893253326416
652,1,2,1,0,1,0,0,hidden,-1,0,-1,0,0,2,2,3,0,1,0,?,1,1,1,1,2,2,-1,0,0,0,0,hidden,2,1,0,1,1,0,1,"change_ship_status_up(char_acting) key_action3(char_acting)
",1.0518736839294434
653,2,1,-2,4,1,0,0,blocked,1,1,1,1,1,0,0,3,1,0,0,?,-2,1,-1,0,1,2,-1,2,1,0,0,?,0,0,2,0,0,1,1,"Time limit reached.
",6.3900487422943115
654,0,2,1,0,0,0,0,blocked,1,0,1,1,2,0,1,0,0,1,0,hidden,2,1,2,1,1,1,-1,0,0,0,0,?,-2,1,0,1,1,0,-1,"No solution exists.
",0.7860090732574463
655,0,0,1,3,0,1,0,hidden,-2,0,-2,1,2,0,-1,1,0,0,0,?,-1,0,2,0,2,1,2,3,0,1,0,?,2,1,1,0,1,0,0,"No solution exists.
",1.032844066619873
656,2,2,-1,0,0,1,0,blocked,1,0,-2,1,0,1,2,1,1,0,0,blocked,-2,1,1,0,1,2,2,0,0,1,0,?,-2,0,2,0,1,1,1,"unblock_yourself(char_acting) key_action3(char_acting)
",1.127842903137207
657,2,1,0,2,0,0,0,?,-1,1,-2,1,1,1,-2,4,1,1,0,hidden,0,1,0,1,2,1,-2,4,1,1,0,blocked,1,1,-2,0,-1,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1853501796722412
658,2,1,1,1,0,0,0,hidden,-2,1,0,1,1,1,-2,3,1,0,0,blocked,-1,1,-1,0,2,1,1,4,1,0,0,?,2,1,2,0,0,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.6398651599884033
659,1,1,-1,0,0,1,0,hidden,-2,0,2,1,2,2,-2,2,1,0,0,?,-1,1,-2,0,0,0,0,3,0,0,0,?,-1,0,-1,1,1,1,1,"key_action3(char_acting)
",1.347459077835083
660,0,1,-2,3,1,1,0,blocked,2,1,2,0,0,1,-1,0,1,1,0,hidden,2,1,-1,1,0,1,1,0,1,0,0,blocked,0,0,1,0,0,0,-1,"No solution exists.
",1.13804030418396
661,1,2,-1,2,0,0,0,blocked,-1,1,0,0,1,2,-1,2,0,0,0,hidden,0,1,-2,1,0,1,0,4,1,0,0,?,1,0,2,1,0,-1,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.8085901737213135
662,2,0,0,2,0,0,0,hidden,1,1,-2,0,1,1,-2,3,1,1,0,hidden,-1,0,1,0,0,0,1,2,0,1,0,?,2,0,1,1,0,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",1.4686012268066406
663,1,2,2,2,1,0,0,?,1,1,0,1,0,0,2,4,0,1,0,hidden,0,1,-2,0,1,0,-1,1,1,1,0,blocked,1,1,-2,1,-1,1,1,"key_action3(char_acting)
",1.3548574447631836
664,2,1,0,3,1,0,0,blocked,-2,1,0,0,1,1,-2,3,1,0,0,hidden,0,1,0,1,0,0,2,0,1,0,0,hidden,2,0,2,0,1,0,-1,"Time limit reached.
",6.120584726333618
665,0,0,0,1,1,0,0,?,2,1,1,0,2,2,2,3,1,1,0,hidden,-1,0,1,1,1,0,0,4,0,1,0,blocked,1,0,2,0,-1,0,1,"No solution exists.
",0.7780981063842773
666,1,2,2,0,1,1,0,?,-2,0,-2,1,0,2,2,4,0,1,0,blocked,0,0,0,0,1,1,-1,0,1,0,0,hidden,1,1,0,1,-1,0,1,"change_ship_status_up(char_acting) key_action3(char_acting)
",0.976689338684082
667,1,1,-1,0,1,0,0,?,-2,0,-1,1,2,1,-2,4,0,0,0,hidden,-2,0,0,1,1,0,2,4,0,1,0,?,2,1,2,1,0,0,1,"change_ship_status_up(char_acting) key_action3(char_acting)
",0.9203503131866455
668,1,1,1,0,1,0,0,blocked,2,0,0,1,0,1,-1,3,0,1,0,?,0,0,-1,1,0,1,0,3,0,0,0,blocked,-1,0,-1,1,0,0,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",0.9282441139221191
669,0,2,-1,4,0,1,0,?,2,0,0,0,0,1,2,1,0,1,0,?,-1,0,1,0,0,2,2,2,0,0,0,hidden,1,0,0,1,-1,-1,0,"No solution exists.
",0.8000783920288086
670,2,0,2,0,1,1,0,blocked,1,1,2,1,2,2,2,4,1,1,0,hidden,1,0,2,0,2,2,-2,2,1,0,0,hidden,1,0,-1,0,1,-1,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.282470464706421
671,1,0,1,1,1,0,0,?,0,1,-2,1,1,0,2,1,1,0,0,blocked,2,1,2,0,0,2,0,3,0,1,0,?,-2,0,-1,0,0,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",1.2328615188598633
672,2,1,-2,3,0,0,0,blocked,1,1,-1,1,1,0,-1,0,1,1,0,hidden,-2,1,1,0,0,1,-1,1,0,1,0,blocked,0,1,0,1,-1,0,0,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.6595828533172607
673,2,1,0,4,1,0,0,blocked,-1,1,0,0,0,1,1,1,0,0,0,blocked,-2,1,-1,0,2,1,0,0,0,1,0,hidden,1,1,-2,1,-1,0,-1,"unblock_yourself(char_acting) key_action2(char_acting)
",1.0386698246002197
674,0,1,-1,1,1,0,0,?,-2,0,0,1,0,1,0,0,0,1,0,?,-2,1,1,1,1,1,0,3,1,1,0,blocked,-2,1,2,1,-1,-1,0,"No solution exists.
",1.0936355590820312
675,0,1,1,4,0,0,0,blocked,2,0,2,1,1,0,-2,1,0,0,0,?,1,1,1,0,0,0,2,1,1,0,0,?,-2,0,2,0,1,-1,1,"No solution exists.
",1.2225894927978516
676,1,2,-2,1,0,1,0,hidden,0,1,1,1,0,1,0,3,1,0,0,hidden,2,1,0,0,2,1,2,4,0,0,0,blocked,0,0,-1,0,-1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.7546958923339844
677,0,1,0,2,0,0,0,?,-1,0,-2,0,2,1,-1,4,1,0,0,?,0,0,-2,0,0,2,0,1,1,1,0,?,-2,0,-2,0,1,0,-1,"No solution exists.
",0.9583020210266113
678,1,0,0,3,1,1,0,blocked,-1,1,1,0,1,0,-1,4,0,0,0,hidden,2,1,0,0,1,1,2,3,1,0,0,?,-2,0,-1,0,0,-1,1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.4436826705932617
679,1,2,2,0,1,1,0,blocked,0,0,1,0,2,1,0,1,1,1,0,?,-2,0,-1,1,2,1,-2,2,1,1,0,?,2,0,0,1,0,1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.5231826305389404
680,2,2,2,2,0,0,0,hidden,1,0,0,1,1,2,0,0,1,1,0,?,2,0,1,0,2,1,0,1,0,0,0,hidden,1,0,1,1,1,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.4505441188812256
681,1,2,1,3,0,1,0,?,-2,0,-1,1,0,1,-1,3,1,1,0,?,1,0,1,0,1,2,1,1,0,1,0,hidden,1,0,1,1,-1,1,0,"Time limit reached.
",6.417919158935547
682,2,2,1,4,1,0,0,hidden,1,0,-1,0,2,1,2,4,0,1,0,hidden,1,1,2,0,0,2,0,1,1,1,0,blocked,1,0,1,0,-1,-1,1,"change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",2.8945016860961914
683,0,1,-1,3,0,1,0,blocked,2,1,-2,0,0,0,-2,4,1,0,0,?,-1,0,2,1,2,1,-2,0,0,0,0,hidden,0,1,-1,1,1,0,0,"No solution exists.
",1.0271153450012207
684,0,0,1,3,1,1,0,blocked,-2,0,1,0,1,0,2,4,0,0,0,blocked,-1,1,0,1,1,0,0,0,0,0,0,?,0,0,2,1,0,0,1,"No solution exists.
",1.1940813064575195
685,2,1,-2,1,1,0,0,?,0,1,2,1,1,2,1,1,1,0,0,blocked,2,1,2,0,1,2,2,1,1,1,0,hidden,1,0,1,1,0,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1808109283447266
686,0,0,-1,4,0,0,0,?,-1,1,-1,0,1,1,2,1,0,1,0,hidden,0,0,1,0,0,2,1,3,1,1,0,hidden,0,1,-1,0,0,1,-1,"No solution exists.
",1.2761015892028809
687,2,0,-1,2,1,1,0,blocked,-2,1,2,1,1,1,0,4,1,0,0,hidden,-1,0,2,1,1,2,-2,4,0,1,0,?,1,0,-2,0,1,-1,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.5085861682891846
688,1,0,2,2,1,1,0,hidden,1,1,-2,0,2,1,0,1,0,1,0,hidden,0,0,-1,1,1,0,0,1,0,1,0,blocked,0,0,-1,1,0,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.8518881797790527
689,2,0,-1,1,0,0,0,?,-1,0,-2,0,0,2,2,2,1,1,0,hidden,-1,1,-2,1,1,2,-2,0,0,0,0,hidden,1,0,-1,1,1,0,1,"change_ship_status_up(char_acting) key_action3(char_acting)
",1.0384185314178467
690,1,0,-2,4,0,1,0,hidden,-2,0,0,0,0,2,2,2,0,0,0,?,1,0,-1,0,2,0,-1,4,0,1,0,blocked,-1,0,1,0,0,-1,-1,"Time limit reached.
",6.048572778701782
691,1,1,-1,2,1,1,0,?,2,1,1,0,2,1,2,0,1,1,0,blocked,-2,1,0,1,2,2,-2,2,0,0,0,?,-2,0,1,0,1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.2912395000457764
692,2,0,-2,2,0,0,0,blocked,-2,0,-2,0,2,1,0,1,1,0,0,?,2,0,0,0,0,1,2,1,1,0,0,?,1,1,2,0,0,1,1,"unblock_yourself(char_acting) key_action3(char_acting)
",1.1008720397949219
693,2,0,1,1,0,1,0,hidden,-2,1,-2,1,2,1,-2,1,1,0,0,hidden,-2,1,1,0,0,0,2,3,1,0,0,hidden,2,1,2,0,1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.4964077472686768
694,0,1,-1,0,1,1,0,hidden,0,0,0,1,2,2,1,0,1,1,0,blocked,1,0,0,1,0,0,2,1,0,1,0,?,-2,0,-2,1,0,1,1,"No solution exists.
",0.8682715892791748
695,0,2,2,2,1,1,0,hidden,-1,0,-2,1,0,0,2,0,1,1,0,hidden,2,1,1,0,2,0,2,0,1,0,0,hidden,2,1,2,0,-1,1,0,"No solution exists.
",1.0772581100463867
696,0,2,-1,4,1,1,0,hidden,-2,0,-1,0,2,0,0,1,1,1,0,blocked,-2,1,1,0,0,1,1,4,1,0,0,?,2,0,-2,1,0,1,0,"No solution exists.
",0.9976036548614502
697,0,2,1,1,1,1,0,blocked,1,0,0,1,2,1,-1,3,0,1,0,?,1,0,-1,1,0,2,-1,2,1,1,0,?,-2,1,1,0,1,1,1,"No solution exists.
",0.8632762432098389
698,1,0,-1,3,1,1,0,?,-1,1,1,0,1,0,0,3,1,1,0,hidden,0,1,-1,1,0,2,-1,0,1,1,0,blocked,2,1,-2,0,0,-1,-1,"change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.090853214263916
699,2,0,-1,1,0,0,0,blocked,-2,1,-1,0,1,2,2,4,1,0,0,hidden,-1,1,-1,1,0,2,1,2,1,0,0,?,0,1,0,0,0,-1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.6599764823913574
700,0,1,1,1,0,0,0,hidden,2,1,-1,0,2,0,-1,2,0,0,0,blocked,-1,0,0,0,2,2,2,3,0,1,0,hidden,2,0,-2,0,-1,1,0,"No solution exists.
",1.098973274230957
701,2,0,1,2,0,0,0,?,-1,1,1,0,1,1,0,1,1,1,0,?,-1,1,1,0,0,2,-1,0,0,0,0,?,1,0,-2,0,-1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.4541206359863281
702,0,2,-2,3,0,0,0,blocked,1,1,0,1,1,1,-1,3,0,0,0,?,-1,0,0,0,0,2,-2,2,1,1,0,blocked,-1,1,-2,0,-1,1,-1,"No solution exists.
",1.503025770187378
703,1,0,2,3,0,1,0,blocked,1,0,2,0,1,2,-1,1,1,0,0,hidden,-1,0,-1,0,2,1,1,4,0,1,0,?,-2,1,0,0,-1,0,-1,"unblock_yourself(char_acting) hide(char_acting) change_knowledge_up(char_acting) change_knowledge_up(char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",4.136042833328247
704,2,1,1,0,0,1,0,blocked,-1,0,0,1,1,0,2,1,1,0,0,hidden,1,1,2,1,2,1,0,3,1,1,0,hidden,-2,1,-2,0,-1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",0.9625256061553955
705,0,2,-1,3,1,0,0,hidden,2,0,1,0,2,2,2,3,1,1,0,?,2,0,2,1,0,1,0,0,0,1,0,hidden,1,0,-1,0,1,-1,0,"No solution exists.
",1.0766303539276123
706,0,2,1,4,1,0,0,hidden,-2,0,2,0,2,0,-2,3,1,0,0,hidden,-2,0,-1,0,1,1,-2,4,0,1,0,blocked,-2,1,-2,1,-1,-1,0,"No solution exists.
",0.9730536937713623
707,0,0,-2,1,1,1,0,hidden,1,1,2,1,0,1,-1,3,1,0,0,?,0,1,-1,1,0,0,-2,0,1,1,0,hidden,-2,1,-2,0,1,1,0,"No solution exists.
",0.8309030532836914
708,1,1,-1,2,0,1,0,?,2,1,0,1,2,2,-1,0,1,0,0,blocked,1,0,0,0,2,1,2,3,1,1,0,hidden,0,1,2,1,0,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.2071573734283447
709,1,1,0,2,1,1,0,blocked,2,1,-2,1,1,2,-1,4,1,1,0,?,2,1,-2,0,0,0,2,3,0,0,0,blocked,2,1,-2,0,-1,0,-1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.3455359935760498
710,0,2,1,1,0,1,0,?,0,0,-2,1,0,0,-2,0,1,0,0,hidden,2,0,0,1,0,1,0,2,1,0,0,blocked,2,0,-2,1,0,0,0,"No solution exists.
",1.015427827835083
711,1,2,-1,1,1,0,0,blocked,-2,1,1,1,1,2,-2,0,1,0,0,hidden,1,1,-2,0,0,0,0,1,0,0,0,blocked,2,1,0,1,-1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.165292501449585
712,0,0,-2,4,0,1,0,hidden,2,0,1,0,1,2,-2,3,0,1,0,hidden,-1,1,0,0,2,2,2,3,0,1,0,hidden,-1,1,-1,1,-1,1,0,"No solution exists.
",1.1215262413024902
713,1,1,-1,0,0,0,0,?,-2,1,-2,0,1,2,1,2,1,1,0,hidden,-1,1,-2,0,0,1,-1,4,1,0,0,?,0,1,-1,0,1,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.2111289501190186
714,2,0,-1,3,1,0,0,hidden,-1,1,-2,0,2,2,-1,2,1,0,0,?,-1,1,0,0,1,0,2,3,1,0,0,hidden,0,0,-2,0,-1,1,0,"change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.2888598442077637
715,2,2,-1,3,1,1,0,blocked,1,0,-2,1,0,0,-2,0,1,0,0,blocked,0,1,2,1,0,2,-2,3,0,0,0,?,2,0,-1,0,0,-1,0,"unblock_yourself(char_acting) key_action2(char_acting)
",1.1307015419006348
716,1,0,-2,0,1,1,0,hidden,-2,0,0,1,1,1,0,0,1,0,0,blocked,1,0,-2,0,1,1,2,3,0,1,0,blocked,0,0,0,1,1,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",1.304694652557373
717,0,0,0,1,0,1,0,?,1,0,1,1,0,1,-1,1,0,0,0,?,2,1,2,0,1,2,-1,0,0,0,0,?,2,1,0,1,0,1,-1,"No solution exists.
",0.8853113651275635
718,0,1,1,4,1,0,0,hidden,1,1,-1,0,1,2,1,4,1,0,0,hidden,0,0,2,1,2,2,0,0,1,0,0,?,-1,0,0,0,-1,-1,-1,"No solution exists.
",0.794053316116333
719,2,0,-2,3,1,1,0,blocked,-1,1,-1,0,1,2,-1,2,1,1,0,hidden,0,0,0,1,1,1,2,2,1,0,0,hidden,-2,1,-1,1,1,-1,1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.1169238090515137
720,1,0,1,2,1,1,0,hidden,2,0,1,1,1,1,1,3,0,0,0,hidden,0,1,2,0,0,0,-1,2,0,1,0,blocked,-2,0,-1,1,-1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.3810648918151855
721,2,1,-2,1,0,1,0,hidden,0,0,-2,0,2,1,1,3,1,1,0,blocked,-2,0,-2,1,1,1,1,4,1,1,0,hidden,0,1,1,0,-1,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.6540019512176514
722,2,2,-1,4,1,1,0,?,1,0,-1,0,2,0,2,3,1,1,0,?,2,1,-2,1,2,0,1,4,1,0,0,?,1,1,2,0,0,1,1,"Time limit reached.
",6.312533617019653
723,0,1,-1,1,0,1,0,blocked,-2,0,2,0,1,2,-2,2,1,0,0,?,-1,1,2,0,0,0,-2,2,0,0,0,blocked,0,0,-2,1,0,0,-1,"No solution exists.
",1.1191179752349854
724,0,0,-2,0,1,1,0,hidden,-2,0,2,1,2,0,2,0,0,0,0,?,-1,1,1,1,1,2,2,3,0,0,0,?,2,1,1,1,0,1,-1,"No solution exists.
",1.2238469123840332
725,0,1,2,0,1,1,0,hidden,1,1,2,0,2,2,0,4,0,1,0,hidden,2,1,-2,1,1,1,-2,3,0,1,0,blocked,-2,0,0,0,0,-1,0,"No solution exists.
",1.1919782161712646
726,2,0,-2,1,1,0,0,hidden,-1,0,0,0,2,1,2,0,1,1,0,hidden,2,0,0,0,1,1,1,2,1,0,0,?,2,0,0,0,-1,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",2.2403624057769775
727,2,2,1,3,1,1,0,?,2,0,-1,1,0,0,-2,2,0,1,0,?,-1,0,2,1,0,1,-2,3,0,1,0,hidden,-2,1,2,0,-1,1,0,"Time limit reached.
",6.403562307357788
728,2,0,0,3,0,1,0,hidden,2,1,0,1,0,2,2,3,1,0,0,blocked,0,0,0,1,1,1,1,3,0,0,0,hidden,1,0,-1,1,-1,-1,-1,"change_health_up(char_acting, char_acting) change_knowledge_up(char_acting) key_action2(char_acting)
",1.0909810066223145
729,1,1,1,2,0,0,0,blocked,-2,0,0,1,2,1,1,1,1,0,0,blocked,2,0,0,1,0,1,-1,0,0,0,0,blocked,-1,1,-2,0,1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.2376813888549805
730,1,1,-1,2,1,0,0,blocked,-2,0,-1,1,1,1,2,4,0,0,0,hidden,1,0,1,1,0,1,1,3,0,1,0,hidden,1,1,1,0,0,-1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.6467158794403076
731,0,0,-2,4,0,1,0,?,-1,0,-1,1,2,0,1,0,0,0,0,blocked,0,1,0,1,1,1,2,4,0,0,0,?,1,0,-1,0,1,0,1,"No solution exists.
",0.9930284023284912
732,0,0,-2,0,0,0,0,blocked,1,0,1,1,0,1,0,4,0,1,0,hidden,1,1,-1,0,2,1,-2,1,1,1,0,blocked,0,0,-1,0,-1,-1,1,"No solution exists.
",0.8504505157470703
733,2,0,-1,1,1,0,0,?,-1,1,2,0,2,0,1,1,1,0,0,?,2,0,2,0,2,1,-2,1,1,1,0,blocked,-1,1,-1,0,1,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",0.9408431053161621
734,2,0,0,2,0,1,0,hidden,-2,1,0,1,2,2,0,0,0,0,0,blocked,-1,0,2,0,2,0,-2,0,1,0,0,?,1,1,2,0,0,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",0.9579224586486816
735,2,2,-1,0,1,1,0,?,1,0,-2,1,0,0,-1,2,0,0,0,hidden,-1,0,0,0,1,2,0,3,1,0,0,hidden,-2,1,0,1,-1,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.4296903610229492
736,2,1,0,0,0,1,0,blocked,-2,1,1,1,2,1,0,4,0,1,0,hidden,0,1,0,1,0,0,2,1,0,1,0,hidden,1,0,-2,0,0,1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.322155237197876
737,2,1,-1,1,0,0,0,blocked,1,0,2,0,0,2,0,0,0,1,0,hidden,1,1,0,0,0,1,0,1,1,1,0,?,2,1,1,0,-1,-1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",2.0856428146362305
738,0,0,1,4,1,0,0,?,-2,0,-1,0,1,0,-2,0,0,0,0,blocked,-2,1,2,0,1,2,0,2,1,0,0,hidden,-1,1,-1,1,0,0,-1,"No solution exists.
",1.271223545074463
739,1,2,0,1,1,1,0,blocked,-2,0,-1,0,2,2,1,3,1,0,0,?,1,1,-2,0,0,2,0,4,1,0,0,hidden,1,0,-2,1,-1,-1,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.4570825099945068
740,0,2,0,3,0,1,0,hidden,0,0,-1,1,0,0,1,2,0,0,0,blocked,1,1,2,0,1,1,-1,2,0,0,0,blocked,2,0,1,1,-1,-1,1,"No solution exists.
",0.9976661205291748
741,1,1,0,4,1,0,0,hidden,-2,0,-1,0,0,2,-1,3,0,1,0,?,1,1,-2,1,1,1,-2,4,1,0,0,?,-1,0,0,0,0,-1,1,"change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.2225430011749268
742,1,2,-2,4,1,1,0,hidden,-2,0,2,1,0,0,2,3,0,1,0,hidden,-1,1,2,1,1,1,-2,0,0,0,0,hidden,0,0,0,0,1,-1,0,"change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.1465296745300293
743,2,0,2,3,1,1,0,hidden,1,1,2,0,2,1,-1,4,0,1,0,hidden,0,0,1,1,1,0,-2,1,0,0,0,?,1,1,0,0,1,0,1,"change_knowledge_up(char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.2494432926177979
744,1,0,1,4,1,1,0,hidden,0,1,-1,1,1,0,-2,2,1,0,0,?,0,0,2,1,1,0,-1,0,0,1,0,?,-1,0,0,0,0,0,0,"change_knowledge_up(char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.9263317584991455
745,2,0,-1,4,0,0,0,blocked,0,0,-2,1,1,0,2,1,1,1,0,blocked,-2,1,1,1,2,0,1,3,0,1,0,hidden,0,1,-1,0,0,0,0,"unblock_yourself(char_acting) hide(char_acting) change_health_up(char_acting, char_acting) change_knowledge_up(char_acting) key_action2(char_acting)
",4.727277040481567
746,1,2,-2,1,1,1,0,?,-2,0,-1,0,0,2,2,1,1,0,0,blocked,1,1,-2,1,1,2,-1,4,1,0,0,?,2,1,1,1,-1,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.978410005569458
747,2,2,1,3,0,0,0,blocked,-2,0,2,1,1,0,1,0,0,0,0,?,0,1,1,1,2,1,2,1,0,1,0,hidden,2,1,-2,1,1,1,1,"unblock_yourself(char_acting) key_action2(char_acting)
",1.0194215774536133
748,2,1,-1,0,0,1,0,?,2,1,-2,1,2,2,-2,2,0,1,0,hidden,-1,1,-1,1,0,2,1,3,0,1,0,?,-1,1,-2,0,0,1,1,"key_action3(char_acting)
",1.0614733695983887
749,2,0,2,4,0,0,0,hidden,2,0,-1,1,2,2,-2,4,1,1,0,hidden,2,1,2,0,0,2,0,3,1,1,0,blocked,1,1,1,0,0,0,1,"change_health_up(char_acting, char_acting) change_knowledge_up(char_acting) change_knowledge_up(char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",3.313481569290161
750,0,1,-2,3,0,0,0,?,1,1,2,1,1,1,2,4,0,0,0,blocked,2,0,-1,1,1,0,0,4,1,0,0,blocked,-1,1,-2,0,0,0,0,"No solution exists.
",0.8072898387908936
751,1,2,0,2,1,1,0,blocked,1,0,0,1,2,1,0,3,1,0,0,blocked,2,1,-1,0,0,2,-1,1,1,1,0,blocked,2,1,-1,0,1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.0692884922027588
752,2,1,2,1,0,0,0,blocked,0,1,-2,0,1,2,2,3,1,1,0,hidden,0,0,0,1,0,0,1,3,0,1,0,?,1,1,-2,1,1,0,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1627256870269775
