scenario,acting_char,Alice_alive,Alice_underArrest,Alice_angry,Alice_suspect,Alice_at,Bob_alive,Bob_underArrest,Bob_angry,Bob_suspect,Bob_at,Charlie_alive,Charlie_underArrest,Charlie_angry,Charlie_suspect,Charlie_at,Sherlock_alive,Sherlock_underArrest,Sherlock_angry,Sherlock_suspect,Sherlock_at,HomeB_searched,BasketballCourt_searched,Downtown_searched,Basketball_has,Bat_has,Theft_Basketball_HomeB_clues,Theft_Basketball_BasketballCourt_clues,Theft_Basketball_Downtown_clues,Theft_Bat_HomeB_clues,Theft_Bat_BasketballCourt_clues,Theft_Bat_Downtown_clues,Murder_Basketball_HomeB_clues,Murder_Basketball_BasketballCourt_clues,Murder_Basketball_Downtown_clues,Murder_Bat_HomeB_clues,Murder_Bat_BasketballCourt_clues,Murder_Bat_Downtown_clues
2,Bob,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,HomeB,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,1,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,HomeB,0,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,0,1,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,Downtown,1,1,1,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,Downtown,1,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,0,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,0,0,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,Downtown,0,0,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,1,2,HomeB,0,1,1,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,1,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,1,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,0,0,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,0,2,Downtown,1,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,Downtown,0,0,1,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,0,0,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,0,0,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,0,1,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,Downtown,0,1,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,Downtown,0,1,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,0,0,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,0,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,0,1,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,1,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,0,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,1,2,Downtown,0,0,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,0,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,HomeB,0,0,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,0,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,1,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,Downtown,0,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,Downtown,0,1,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,HomeB,1,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,0,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,HomeB,0,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,Downtown,0,1,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,0,2,Downtown,1,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,0,0,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,HomeB,0,0,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,0,1,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,1,1,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,0,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,0,2,Downtown,1,1,1,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,HomeB,0,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,HomeB,0,1,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,HomeB,0,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,HomeB,0,0,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,0,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,0,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,0,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,0,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,Downtown,0,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,Downtown,1,1,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,0,1,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,1,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,Downtown,0,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,HomeB,1,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,0,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,HomeB,0,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,Downtown,0,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,0,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,0,0,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,0,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,1,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,HomeB,0,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,0,0,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,HomeB,1,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,Downtown,1,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,0,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,2,Downtown,0,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,1,1,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,1,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,0,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,HomeB,1,1,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,1,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,0,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Alice,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,0,2,HomeB,0,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,1,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,0,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,0,0,1,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Charlie,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,1,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,HomeB,1,1,1,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,1,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,0,1,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0
2,Sherlock,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,Downtown,0,1,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0
2,Bob,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,Downtown,0,1,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0
