scenario,acting_char,Alice_alive,Alice_underArrest,Alice_angry,Alice_suspect,Alice_at,Bob_alive,Bob_underArrest,Bob_angry,Bob_suspect,Bob_at,Charlie_alive,Charlie_underArrest,Charlie_angry,Charlie_suspect,Charlie_at,Sherlock_alive,Sherlock_underArrest,Sherlock_angry,Sherlock_suspect,Sherlock_at,HomeB_searched,BasketballCourt_searched,Downtown_searched,Basketball_has,Bat_has,Theft_Basketball_HomeB_clues,Theft_Basketball_BasketballCourt_clues,Theft_Basketball_Downtown_clues,Theft_Bat_HomeB_clues,Theft_Bat_BasketballCourt_clues,Theft_Bat_Downtown_clues,Murder_Basketball_HomeB_clues,Murder_Basketball_BasketballCourt_clues,Murder_Basketball_Downtown_clues,Murder_Bat_HomeB_clues,Murder_Bat_BasketballCourt_clues,Murder_Bat_Downtown_clues,results,time
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,1,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",3.0604496002197266
1,Alice,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,0,0,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Charlie, Basketball, HomeB) travel(Alice, HomeB, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",2.6372690200805664
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,0,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.733408212661743
1,Alice,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,0,2,HomeB,0,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1533350944519043
1,Sherlock,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,0,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.5954878330230713
1,Bob,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,1,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.328134298324585
1,Alice,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Bob, Basketball, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",2.6369431018829346
1,Alice,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,0,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"play_basketball(Alice, Bob, BasketballCourt)
",2.300936698913574
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,0,1,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.155700922012329
1,Sherlock,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,0,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.774425745010376
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",3.4972362518310547
1,Alice,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,1,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, HomeB, BasketballCourt) steal(Alice, Bob, Basketball, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",4.472254514694214
1,Alice,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,Downtown,0,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.840501546859741
1,Bob,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,1,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"play_basketball(Bob, Charlie, BasketballCourt)
",2.864701271057129
1,Alice,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.833951473236084
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,0,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",3.0457427501678467
1,Charlie,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,1,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, Downtown) steal(Charlie, Alice, Basketball, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",2.304262399673462
1,Bob,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,1,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, HomeB, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",1.9298114776611328
1,Sherlock,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,Downtown,1,1,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.0963568687438965
1,Bob,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, HomeB, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",2.387321949005127
1,Sherlock,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,HomeB,1,1,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.4460341930389404
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.4455947875976562
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.063751697540283
1,Bob,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,0,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1547019481658936
1,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,HomeB,0,1,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, BasketballCourt) kill(Charlie, Alice, Basketball, BasketballCourt)
",2.579345703125
1,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,0,2,Downtown,0,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.6040914058685303
1,Alice,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,HomeB,0,0,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.5231873989105225
1,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,0,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, BasketballCourt) kill(Charlie, Alice, Bat, BasketballCourt)
",2.0641679763793945
1,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, Downtown, BasketballCourt) steal(Charlie, Bob, Basketball, BasketballCourt) kill(Charlie, Alice, Basketball, BasketballCourt)
",2.2496371269226074
1,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.322413206100464
1,Charlie,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, HomeB) kill(Charlie, Alice, Basketball, HomeB)
",2.2138967514038086
1,Charlie,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, Downtown) kill(Charlie, Alice, Bat, Downtown)
",2.090733528137207
1,Charlie,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",2.0073845386505127
1,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,HomeB,0,1,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.239131212234497
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,HomeB,0,1,1,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.328376293182373
1,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.0762758255004883
1,Bob,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,0,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.014491081237793
1,Bob,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,0,2,HomeB,0,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1480937004089355
1,Charlie,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, Downtown) steal(Charlie, Alice, Basketball, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",2.3912391662597656
1,Alice,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,0,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, HomeB, BasketballCourt) play_basketball(Alice, Charlie, BasketballCourt)
",2.1798949241638184
1,Bob,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Bob, Alice, Basketball, HomeB) travel(Bob, HomeB, BasketballCourt) play_basketball(Bob, Charlie, BasketballCourt)
",2.0550646781921387
1,Bob,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,0,1,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.0759387016296387
1,Bob,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,0,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, BasketballCourt, HomeB) steal(Bob, Charlie, Basketball, HomeB) travel(Bob, HomeB, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",2.2292473316192627
1,Sherlock,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.2419519424438477
1,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, BasketballCourt) steal(Charlie, Alice, Bat, BasketballCourt) kill(Charlie, Alice, Bat, BasketballCourt)
",2.0691730976104736
1,Sherlock,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.2153210639953613
1,Alice,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,HomeB,1,1,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, HomeB, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",2.400688886642456
1,Alice,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,1,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, BasketballCourt, Downtown) steal(Alice, Charlie, Basketball, Downtown) travel(Alice, Downtown, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",2.301586389541626
1,Bob,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,Downtown,1,1,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.0915253162384033
1,Alice,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,Downtown,1,1,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.2186925411224365
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,0,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.3857738971710205
1,Charlie,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"kill(Charlie, Alice, Basketball, HomeB)
",2.3189656734466553
1,Alice,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,2,Downtown,0,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1448376178741455
1,Alice,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,0,0,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Charlie, Basketball, BasketballCourt) play_basketball(Alice, Charlie, BasketballCourt)
",1.9926865100860596
1,Bob,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,Downtown,0,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.0694801807403564
1,Charlie,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,0,1,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, HomeB) steal(Charlie, Bob, Basketball, HomeB) kill(Charlie, Alice, Basketball, HomeB)
",2.247244119644165
1,Charlie,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,1,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, HomeB) kill(Charlie, Alice, Bat, HomeB)
",2.3050084114074707
1,Charlie,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, Downtown, HomeB) steal(Charlie, Alice, Basketball, HomeB) kill(Charlie, Alice, Basketball, HomeB)
",2.0873138904571533
1,Sherlock,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,0,2,Downtown,0,1,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.131711721420288
1,Alice,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,0,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1424434185028076
1,Charlie,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,0,1,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, HomeB) kill(Charlie, Alice, Bat, HomeB)
",2.2800259590148926
1,Alice,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,Downtown,0,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Charlie, Basketball, Downtown) travel(Alice, Downtown, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",2.1296091079711914
1,Bob,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,0,1,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.8860092163085938
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.17118763923645
1,Charlie,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, HomeB) kill(Charlie, Alice, Bat, HomeB)
",2.1291465759277344
1,Alice,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,Downtown,0,1,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, HomeB, BasketballCourt) steal(Alice, Bob, Basketball, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",2.2511775493621826
1,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,HomeB,0,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.082803726196289
1,Bob,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.973008155822754
1,Alice,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Bob, Basketball, Downtown) travel(Alice, Downtown, BasketballCourt) play_basketball(Alice, Charlie, BasketballCourt)
",2.1012015342712402
1,Alice,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,0,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.2662241458892822
1,Alice,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,0,1,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, Downtown, BasketballCourt) steal(Alice, Charlie, Basketball, BasketballCourt) play_basketball(Alice, Charlie, BasketballCourt)
",2.5261752605438232
1,Charlie,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,1,2,Downtown,0,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Charlie, Bob, Basketball, HomeB) travel(Charlie, HomeB, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",2.223801612854004
1,Bob,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,0,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"play_basketball(Bob, Alice, BasketballCourt)
",1.9590845108032227
1,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,Downtown,1,1,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1984200477600098
1,Charlie,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"kill(Charlie, Alice, Bat, Downtown)
",2.0682737827301025
1,Charlie,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Charlie, Bob, Basketball, BasketballCourt) travel(Charlie, BasketballCourt, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",2.3243114948272705
1,Bob,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, HomeB, BasketballCourt) steal(Bob, Alice, Basketball, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",2.197329044342041
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,Downtown,1,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1163792610168457
1,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.148742437362671
1,Alice,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,1,2,HomeB,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.3174095153808594
1,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, Downtown, BasketballCourt) kill(Charlie, Alice, Bat, BasketballCourt)
",2.2977850437164307
1,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"kill(Charlie, Alice, Basketball, BasketballCourt)
",1.8873775005340576
1,Bob,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.2567522525787354
1,Bob,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,HomeB,0,1,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.18001389503479
1,Charlie,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,0,1,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, Downtown) steal(Charlie, Alice, Bat, Downtown) kill(Charlie, Alice, Bat, Downtown)
",2.359901189804077
1,Charlie,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",2.0559041500091553
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.0417022705078125
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,0,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.9996161460876465
1,Bob,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,0,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.193955659866333
1,Bob,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,HomeB,0,1,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, HomeB, BasketballCourt) steal(Bob, Alice, Basketball, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",2.254051446914673
1,Bob,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, HomeB, Downtown) steal(Bob, Alice, Basketball, Downtown) travel(Bob, Downtown, BasketballCourt) play_basketball(Bob, Charlie, BasketballCourt)
",2.1868839263916016
1,Bob,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, Downtown, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",1.9984054565429688
1,Charlie,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, HomeB) kill(Charlie, Alice, Basketball, HomeB)
",2.1340534687042236
1,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,HomeB,0,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1545798778533936
1,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.309349298477173
1,Alice,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.0425148010253906
1,Sherlock,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,1,2,Downtown,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",2.1459460258483887
