index,Unnamed: 0,char_acting_altruism,char_acting_ambition,char_acting_fighting_ability,char_acting_safety,char_acting_food,char_acting_satisfaction,char_acting_likes_char1,char_acting_likes_char2,char1_altruism,char1_ambition,char1_fighting_ability,char1_safety,char1_food,char1_satisfaction,char1_likes_char_acting,char1_likes_char2,char2_altruism,char2_ambition,char2_fighting_ability,char2_safety,char2_food,char2_satisfaction,char2_likes_char_acting,char2_likes_char1,ghost_relations,overall_food,overall_coins,results,helps_all,helps_ego,survives
857,857,0,0,1,2,0,1,1,1,-1,1,1,2,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,"survive(char_acting)
",0,0,1
858,858,-1,1,1,-1,0,-1,0,0,0,1,0,2,0,0,-1,1,-1,1,-1,0,0,1,-1,1,0,0,0,"No solution exists.
",0,0,0
859,859,1,1,0,0,0,-1,0,0,1,-1,1,0,0,1,-1,1,1,0,-1,0,0,1,0,1,0,1,0,"help_everyone(char_acting)
",1,0,0
860,860,1,0,1,0,0,1,0,0,0,-1,-1,0,0,0,0,1,0,0,1,-1,0,1,1,0,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
861,861,1,0,0,2,0,-1,0,0,0,0,1,1,0,-1,-1,0,0,0,-1,0,0,0,-1,1,0,0,1,"survive(char_acting)
",0,0,1
862,862,1,-1,-1,1,0,-1,-1,0,1,-1,0,-1,0,1,-1,0,0,0,0,2,0,1,0,1,1,1,1,"survive(char_acting)
",0,0,1
863,863,0,0,0,-1,0,0,1,1,1,-1,0,2,0,1,-1,0,1,0,0,1,0,0,-1,0,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
864,864,0,1,1,-1,0,1,1,1,1,0,0,2,0,-1,1,0,-1,-1,1,1,0,0,0,0,0,0,1,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
865,865,-1,1,1,1,0,-1,1,0,0,0,-1,1,0,-1,0,0,-1,-1,0,1,0,1,0,0,1,1,0,"No solution exists.
",0,0,0
866,866,1,0,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
867,867,1,0,0,1,0,0,1,1,0,0,-1,0,0,0,-1,1,-1,-1,-1,2,0,1,0,1,1,1,1,"survive(char_acting)
",0,0,1
868,868,1,0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,1,0,-1,0,0,0,0,-1,1,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
869,869,0,0,0,1,0,0,0,1,-1,0,1,2,0,-1,0,0,-1,-1,0,1,0,-1,0,0,1,1,0,"survive(char_acting)
",0,0,1
870,870,0,1,-1,0,0,1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,-1,1,1,0,1,0,"help_everyone(char_acting)
",1,0,0
871,871,-1,0,1,2,0,1,0,1,0,1,1,2,0,0,-1,1,-1,1,1,0,0,1,-1,0,0,1,1,"survive(char_acting)
",0,0,1
872,872,-1,0,-1,0,0,0,0,0,-1,1,0,1,0,-1,1,1,-1,-1,-1,1,0,-1,1,0,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
873,873,0,0,1,2,0,1,-1,0,1,-1,-1,0,0,-1,0,0,0,0,0,2,0,1,-1,1,1,0,0,"survive(char_acting)
",0,0,1
874,874,0,1,-1,2,0,-1,1,0,1,0,1,2,0,0,1,1,0,0,0,-1,0,0,1,1,0,1,1,"help_everyone(char_acting)
",1,0,0
875,875,1,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,1,0,1,1,0,-1,0,0,-1,1,0,0,1,"survive(char_acting)
",0,0,1
876,876,-1,-1,-1,2,0,-1,0,0,-1,0,1,2,0,-1,1,1,-1,-1,0,1,0,-1,1,1,1,0,0,"survive(char_acting)
",0,0,1
877,877,-1,1,0,0,0,1,0,1,1,0,-1,1,0,-1,0,1,-1,1,0,2,0,-1,0,0,0,0,1,"No solution exists.
",0,0,0
878,878,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,-1,2,0,1,0,0,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
879,879,0,1,-1,-1,0,0,-1,1,1,1,-1,1,0,0,1,0,-1,0,1,-1,0,1,0,1,0,0,1,"Time limit reached.
",0,0,0
880,880,-1,1,1,0,0,1,0,1,0,-1,0,2,0,-1,1,1,0,-1,-1,-1,0,1,-1,1,1,0,0,"No solution exists.
",0,0,0
881,881,0,-1,-1,1,0,0,1,1,1,0,1,2,0,0,-1,1,0,-1,1,2,0,-1,0,1,0,1,0,"survive(char_acting)
",0,0,1
882,882,1,1,1,0,0,-1,1,1,-1,1,1,0,0,-1,1,0,-1,0,1,-1,0,1,-1,0,0,0,1,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
883,883,1,-1,-1,1,0,-1,0,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,0,1,-1,0,1,0,0,"survive(char_acting)
",0,0,1
884,884,0,-1,0,-1,0,1,1,0,0,0,1,0,0,-1,-1,0,-1,1,-1,2,0,1,1,0,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
885,885,-1,-1,0,2,0,1,-1,1,0,1,-1,2,0,-1,-1,1,-1,1,-1,1,0,1,0,0,1,0,0,"survive(char_acting)
",0,0,1
886,886,1,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,0,"No solution exists.
",0,0,0
887,887,-1,-1,0,0,0,0,0,0,-1,1,1,2,0,-1,0,1,0,0,0,-1,0,-1,-1,1,0,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
888,888,-1,1,0,-1,0,1,0,1,-1,0,1,-1,0,1,-1,1,-1,1,-1,2,0,0,0,1,1,1,0,"No solution exists.
",0,0,0
889,889,1,-1,-1,-1,0,0,1,1,-1,1,-1,1,0,0,-1,0,-1,1,0,1,0,-1,0,1,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
890,890,-1,0,0,2,0,1,0,1,-1,1,1,-1,0,1,1,1,1,-1,1,2,0,-1,1,1,0,1,1,"survive(char_acting)
",0,0,1
891,891,0,1,0,2,0,-1,0,1,-1,1,1,0,0,-1,0,0,-1,1,1,1,0,0,1,0,0,1,0,"help_everyone(char_acting)
",1,0,0
892,892,-1,1,0,-1,0,0,1,0,1,1,0,-1,0,1,1,0,1,-1,0,0,0,-1,-1,0,0,0,1,"No solution exists.
",0,0,0
893,893,1,0,-1,1,0,-1,1,1,-1,1,0,0,0,0,-1,1,1,1,1,-1,0,0,-1,0,1,1,1,"survive(char_acting)
",0,0,1
894,894,0,0,-1,2,0,0,1,1,0,1,-1,-1,0,1,0,0,1,1,0,2,0,-1,-1,1,1,1,0,"survive(char_acting)
",0,0,1
895,895,-1,0,1,0,0,0,0,1,-1,1,0,0,0,0,-1,0,-1,1,-1,2,0,0,-1,0,1,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
896,896,-1,1,1,1,0,1,1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,0,2,0,1,0,1,0,1,0,"No solution exists.
",0,0,0
897,897,-1,-1,0,-1,0,-1,0,0,-1,-1,1,1,0,-1,-1,0,0,-1,-1,1,0,1,1,1,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
898,898,-1,1,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,1,1,-1,0,0,1,1,1,1,1,0,"No solution exists.
",0,0,0
899,899,0,-1,1,-1,0,1,1,1,-1,0,-1,0,0,-1,-1,1,0,1,0,2,0,0,0,0,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
900,900,1,1,-1,1,0,0,1,1,-1,-1,-1,1,0,-1,0,1,1,1,-1,-1,0,1,-1,0,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
901,901,0,1,0,0,0,1,-1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-1,1,1,1,0,"help_everyone(char_acting)
",1,0,0
902,902,0,0,1,0,0,0,0,1,1,-1,0,-1,0,1,1,0,-1,-1,-1,-1,0,0,1,0,1,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
903,903,-1,-1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,-1,0,1,0,0,1,-1,1,1,0,1,"survive(char_acting)
",0,0,1
904,904,-1,0,0,0,0,1,0,0,1,1,1,-1,0,1,1,0,1,0,-1,-1,0,1,-1,1,0,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
905,905,0,1,0,0,0,-1,0,1,-1,-1,0,1,0,-1,0,0,0,-1,1,1,0,1,-1,0,0,1,0,"help_everyone(char_acting)
",1,0,0
906,906,-1,1,1,2,0,0,-1,0,0,-1,-1,1,0,1,1,0,-1,1,-1,2,0,1,0,0,0,1,0,"No solution exists.
",0,0,0
907,907,0,1,0,-1,0,-1,0,1,0,-1,1,-1,0,-1,0,1,-1,1,-1,-1,0,-1,-1,0,0,1,0,"help_everyone(char_acting)
",1,0,0
908,908,0,0,1,-1,0,0,0,0,1,-1,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
909,909,0,-1,1,1,0,1,1,1,-1,1,0,0,0,1,-1,1,-1,0,1,2,0,0,-1,0,1,1,1,"survive(char_acting)
",0,0,1
910,910,0,0,1,1,0,1,0,1,1,-1,0,1,0,-1,-1,1,1,1,-1,-1,0,1,-1,1,1,1,1,"survive(char_acting)
",0,0,1
911,911,1,1,-1,2,0,-1,-1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,-1,-1,1,0,1,1,"help_everyone(char_acting)
",1,0,0
912,912,-1,1,1,1,0,1,0,1,1,-1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,"No solution exists.
",0,0,0
913,913,-1,1,1,1,0,1,1,0,-1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,"No solution exists.
",0,0,0
914,914,1,-1,0,0,0,1,1,0,-1,1,0,0,0,1,-1,0,-1,-1,0,2,0,-1,-1,1,0,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
915,915,0,-1,0,-1,0,0,1,1,0,-1,-1,2,0,0,1,1,1,-1,-1,-1,0,0,0,0,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
916,916,0,-1,-1,2,0,-1,-1,1,1,0,1,1,0,-1,-1,1,-1,-1,1,2,0,1,1,1,1,1,0,"survive(char_acting)
",0,0,1
917,917,-1,-1,-1,1,0,-1,0,0,-1,-1,-1,-1,0,1,0,0,-1,1,0,1,0,1,-1,0,0,1,1,"survive(char_acting)
",0,0,1
918,918,-1,0,0,2,0,-1,1,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,-1,0,1,1,0,"survive(char_acting)
",0,0,1
919,919,1,-1,-1,2,0,1,1,1,1,0,0,-1,0,0,1,0,0,-1,-1,2,0,-1,-1,0,1,1,0,"survive(char_acting)
",0,0,1
920,920,1,1,0,-1,0,-1,-1,0,0,1,0,-1,0,1,0,1,1,0,1,1,0,0,-1,1,1,1,0,"help_everyone(char_acting)
",1,0,0
921,921,-1,-1,0,2,0,1,-1,1,1,-1,0,2,0,-1,0,1,-1,0,-1,2,0,-1,0,1,0,1,1,"survive(char_acting)
",0,0,1
922,922,0,0,1,-1,0,1,1,0,-1,0,0,0,0,0,0,1,-1,1,0,1,0,-1,0,1,1,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
923,923,-1,1,-1,0,0,1,-1,1,0,1,0,2,0,1,1,0,0,-1,-1,1,0,-1,-1,1,1,0,1,"No solution exists.
",0,0,0
924,924,0,1,-1,1,0,1,0,0,1,-1,0,-1,0,1,-1,0,0,0,0,2,0,-1,0,1,1,1,1,"help_everyone(char_acting)
",1,0,0
925,925,-1,-1,0,1,0,0,0,0,0,0,0,2,0,-1,0,1,0,-1,0,-1,0,0,1,0,1,0,1,"survive(char_acting)
",0,0,1
926,926,1,0,-1,2,0,0,-1,0,0,-1,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,1,1,1,"survive(char_acting)
",0,0,1
927,927,-1,0,0,0,0,1,1,0,1,1,1,2,0,0,-1,1,0,-1,1,0,0,0,-1,1,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
928,928,0,0,1,-1,0,-1,0,0,1,1,0,2,0,0,-1,1,1,1,0,1,0,0,-1,0,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
929,929,0,-1,0,2,0,1,1,1,0,0,-1,0,0,1,0,1,-1,-1,-1,2,0,-1,1,0,0,0,0,"survive(char_acting)
",0,0,1
930,930,1,0,0,1,0,-1,0,1,-1,-1,1,2,0,1,1,1,-1,1,1,1,0,-1,1,1,1,1,0,"survive(char_acting)
",0,0,1
931,931,-1,0,-1,-1,0,-1,1,0,-1,-1,-1,1,0,-1,0,0,1,0,-1,0,0,0,0,1,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
932,932,-1,-1,-1,-1,0,1,-1,1,0,0,1,1,0,0,-1,1,1,-1,1,0,0,-1,0,0,0,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
933,933,-1,0,0,1,0,-1,-1,0,0,-1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,"survive(char_acting)
",0,0,1
934,934,-1,0,-1,-1,0,-1,1,0,1,-1,1,1,0,0,-1,1,0,1,-1,2,0,-1,0,1,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
935,935,1,-1,1,0,0,-1,0,1,1,1,0,0,0,-1,0,1,1,0,-1,2,0,1,-1,0,1,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
936,936,0,1,1,0,0,-1,0,1,-1,1,-1,-1,0,-1,-1,1,1,-1,1,2,0,-1,1,0,1,1,0,"help_everyone(char_acting)
",1,0,0
937,937,1,1,0,2,0,-1,1,0,0,-1,1,0,0,-1,0,1,1,1,0,1,0,-1,0,1,0,1,0,"help_everyone(char_acting)
",1,0,0
938,938,1,1,1,1,0,0,0,1,0,0,-1,-1,0,-1,-1,0,0,1,1,1,0,1,0,0,0,1,1,"help_everyone(char_acting)
",1,0,0
939,939,0,-1,1,-1,0,0,-1,0,-1,0,-1,1,0,0,1,0,0,-1,1,-1,0,-1,1,1,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
940,940,0,-1,0,2,0,0,-1,0,1,-1,1,-1,0,-1,1,1,0,1,1,0,0,-1,-1,0,1,0,1,"survive(char_acting)
",0,0,1
941,941,-1,-1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,-1,1,0,0,0,-1,1,0,0,1,"survive(char_acting)
",0,0,1
942,942,1,0,0,0,0,1,0,0,-1,1,-1,1,0,1,-1,1,1,-1,0,-1,0,-1,0,0,1,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
943,943,-1,0,1,2,0,1,1,1,-1,0,-1,-1,0,0,-1,0,-1,0,0,1,0,1,0,0,1,1,1,"survive(char_acting)
",0,0,1
944,944,-1,-1,0,2,0,1,0,0,1,-1,-1,1,0,-1,-1,1,-1,0,1,1,0,-1,0,1,1,1,1,"survive(char_acting)
",0,0,1
945,945,0,-1,0,0,0,0,1,1,0,0,-1,1,0,0,-1,1,1,-1,0,2,0,0,0,1,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
946,946,0,-1,0,1,0,-1,1,0,1,-1,1,-1,0,1,1,1,1,1,-1,-1,0,0,-1,0,1,1,0,"survive(char_acting)
",0,0,1
947,947,1,0,-1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,-1,1,0,0,0,1,1,0,1,1,"survive(char_acting)
",0,0,1
948,948,-1,-1,0,2,0,0,0,0,-1,1,-1,2,0,1,-1,0,1,-1,-1,-1,0,-1,1,1,1,1,0,"survive(char_acting)
",0,0,1
949,949,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,0,1,1,2,0,0,0,1,0,1,0,"No solution exists.
",0,0,0
950,950,0,-1,-1,0,0,1,-1,0,1,1,-1,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
951,951,-1,1,1,-1,0,0,-1,1,-1,0,1,0,0,0,-1,1,0,-1,-1,-1,0,0,0,0,1,1,1,"No solution exists.
",0,0,0
952,952,0,-1,-1,2,0,0,1,1,-1,0,-1,-1,0,1,0,0,1,1,-1,2,0,0,-1,0,1,1,0,"survive(char_acting)
",0,0,1
953,953,-1,0,-1,-1,0,1,1,0,-1,0,0,0,0,0,-1,0,1,1,1,2,0,0,1,0,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
954,954,1,0,0,0,0,-1,1,1,1,-1,0,1,0,-1,1,1,1,1,0,-1,0,-1,0,0,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
955,955,1,-1,-1,0,0,1,-1,0,0,1,0,2,0,0,1,0,1,0,1,-1,0,-1,0,0,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
956,956,-1,1,-1,2,0,0,1,0,1,-1,1,1,0,1,-1,0,-1,1,-1,2,0,1,1,1,0,1,0,"No solution exists.
",0,0,0
957,957,0,0,1,2,0,-1,0,1,0,1,0,0,0,0,0,1,-1,-1,1,1,0,-1,0,0,1,0,1,"survive(char_acting)
",0,0,1
958,958,0,1,0,1,0,0,-1,0,1,1,-1,2,0,0,0,0,1,1,1,0,0,-1,-1,1,0,1,1,"help_everyone(char_acting)
",1,0,0
959,959,1,0,0,2,0,-1,-1,1,1,0,-1,0,0,0,1,1,0,1,0,2,0,-1,-1,1,0,1,0,"survive(char_acting)
",0,0,1
960,960,1,-1,0,2,0,0,0,1,1,0,-1,2,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,"survive(char_acting)
",0,0,1
961,961,-1,1,1,2,0,0,-1,0,1,0,0,2,0,0,1,1,1,-1,0,-1,0,1,1,1,0,1,1,"No solution exists.
",0,0,0
962,962,-1,-1,1,1,0,-1,1,0,1,-1,0,0,0,-1,1,1,0,-1,-1,-1,0,0,-1,1,1,1,1,"survive(char_acting)
",0,0,1
963,963,-1,-1,-1,2,0,1,1,0,-1,0,0,-1,0,1,-1,1,-1,-1,-1,-1,0,-1,1,1,1,1,0,"survive(char_acting)
",0,0,1
964,964,1,-1,-1,-1,0,0,1,1,1,1,0,-1,0,1,1,0,1,0,0,1,0,0,-1,1,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
965,965,-1,1,-1,0,0,0,0,0,-1,1,-1,0,0,-1,-1,0,-1,-1,-1,2,0,-1,-1,1,1,1,1,"No solution exists.
",0,0,0
966,966,-1,0,0,-1,0,0,-1,0,1,1,1,2,0,1,-1,0,-1,-1,-1,-1,0,0,1,1,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
967,967,-1,-1,0,0,0,-1,0,1,-1,1,0,-1,0,0,-1,0,-1,-1,0,2,0,0,0,1,1,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
968,968,-1,-1,-1,-1,0,-1,-1,0,0,0,1,2,0,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
969,969,0,-1,0,2,0,-1,1,0,0,1,-1,-1,0,-1,-1,0,-1,-1,1,2,0,-1,-1,0,1,0,0,"survive(char_acting)
",0,0,1
970,970,1,1,-1,0,0,1,0,1,1,1,-1,1,0,-1,0,1,-1,1,0,-1,0,1,-1,1,1,1,0,"help_everyone(char_acting)
",1,0,0
971,971,0,0,-1,2,0,-1,0,1,0,-1,-1,0,0,1,0,0,0,1,-1,0,0,0,0,0,1,1,1,"survive(char_acting)
",0,0,1
972,972,-1,1,0,0,0,-1,-1,0,-1,0,-1,1,0,0,-1,1,0,1,-1,2,0,-1,0,1,0,0,1,"No solution exists.
",0,0,0
973,973,-1,1,1,-1,0,-1,0,0,0,-1,-1,0,0,0,1,0,-1,-1,1,2,0,-1,0,0,1,1,0,"No solution exists.
",0,0,0
974,974,-1,1,1,0,0,0,-1,0,-1,-1,0,0,0,-1,-1,1,0,0,1,1,0,-1,-1,0,0,1,1,"No solution exists.
",0,0,0
975,975,0,-1,0,1,0,1,0,0,1,-1,-1,-1,0,-1,0,0,0,-1,0,1,0,-1,-1,0,1,0,1,"survive(char_acting)
",0,0,1
976,976,1,1,-1,2,0,0,-1,1,1,-1,0,1,0,0,1,1,-1,1,0,-1,0,1,1,1,0,0,0,"No solution exists.
",0,0,0
977,977,1,1,1,-1,0,1,1,1,1,0,0,1,0,1,0,0,-1,1,1,-1,0,1,0,0,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
978,978,-1,0,-1,2,0,1,-1,1,1,1,-1,-1,0,1,0,1,-1,-1,1,1,0,-1,0,0,0,1,1,"survive(char_acting)
",0,0,1
979,979,0,0,0,1,0,-1,0,1,-1,0,0,2,0,1,1,1,-1,1,1,0,0,1,1,1,1,1,0,"survive(char_acting)
",0,0,1
980,980,-1,-1,-1,1,0,1,-1,0,0,0,1,1,0,-1,1,1,1,1,0,-1,0,0,0,0,1,1,0,"survive(char_acting)
",0,0,1
981,981,1,1,-1,2,0,-1,1,1,-1,1,0,2,0,0,0,1,1,-1,-1,1,0,0,0,1,0,1,0,"help_everyone(char_acting)
",1,0,0
982,982,0,-1,0,2,0,1,-1,0,1,1,0,1,0,1,0,1,1,0,-1,0,0,0,-1,0,1,0,1,"survive(char_acting)
",0,0,1
983,983,1,0,0,2,0,0,0,1,1,0,0,1,0,1,1,1,0,0,-1,2,0,0,1,1,0,0,0,"survive(char_acting)
",0,0,1
984,984,-1,0,0,1,0,-1,-1,1,1,1,0,2,0,-1,1,0,-1,1,0,0,0,-1,-1,1,0,0,1,"survive(char_acting)
",0,0,1
985,985,-1,0,0,2,0,1,-1,1,-1,0,0,-1,0,-1,-1,0,0,1,-1,-1,0,0,0,1,0,1,0,"survive(char_acting)
",0,0,1
986,986,1,1,1,0,0,1,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,1,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
987,987,0,-1,-1,1,0,1,-1,1,1,-1,0,2,0,-1,1,0,0,-1,-1,0,0,-1,-1,0,0,0,1,"survive(char_acting)
",0,0,1
988,988,1,0,0,2,0,1,-1,0,0,1,-1,-1,0,1,-1,0,0,-1,-1,-1,0,-1,-1,1,1,0,0,"survive(char_acting)
",0,0,1
989,989,-1,1,-1,-1,0,0,0,1,-1,0,-1,-1,0,-1,-1,1,1,1,1,0,0,1,1,1,0,1,0,"No solution exists.
",0,0,0
990,990,-1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,0,0,0,1,1,0,0,-1,0,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
991,991,0,0,0,0,0,1,-1,0,1,1,1,-1,0,-1,0,0,0,1,-1,2,0,1,-1,0,1,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
992,992,1,-1,-1,2,0,1,1,1,-1,-1,0,0,0,1,0,1,0,-1,1,1,0,-1,-1,1,0,0,0,"survive(char_acting)
",0,0,1
993,993,-1,-1,1,-1,0,-1,0,0,1,0,1,-1,0,1,-1,0,1,1,1,0,0,-1,0,0,0,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
994,994,1,-1,-1,1,0,0,-1,1,0,1,-1,0,0,0,-1,0,0,1,-1,-1,0,1,1,0,0,0,1,"survive(char_acting)
",0,0,1
995,995,1,1,1,-1,0,1,-1,0,-1,0,0,2,0,1,-1,0,-1,-1,-1,0,0,1,1,1,1,1,1,"help_everyone(char_acting)
",1,0,0
996,996,1,1,-1,0,0,0,0,0,0,1,-1,1,0,0,-1,0,1,0,1,2,0,0,-1,0,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
997,997,1,0,1,2,0,0,0,0,1,-1,-1,0,0,-1,0,1,1,1,-1,0,0,0,-1,1,1,0,0,"survive(char_acting)
",0,0,1
998,998,1,1,1,0,0,1,0,0,1,-1,1,2,0,-1,-1,1,0,-1,1,1,0,1,-1,1,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
999,999,-1,1,1,-1,0,1,0,1,0,1,-1,2,0,-1,-1,0,-1,1,0,0,0,0,1,1,0,0,0,"No solution exists.
",0,0,0
1000,1000,-1,1,0,-1,0,-1,1,1,1,0,0,2,0,1,1,1,0,-1,-1,-1,0,-1,0,1,0,1,1,"No solution exists.
",0,0,0
1001,1001,-1,-1,-1,1,0,0,-1,1,0,-1,0,2,0,0,0,1,0,-1,-1,1,0,-1,0,0,0,0,1,"survive(char_acting)
",0,0,1
1002,1002,-1,1,1,1,0,0,0,0,0,0,1,-1,0,1,-1,1,1,-1,-1,0,0,1,1,1,0,1,0,"No solution exists.
",0,0,0
1003,1003,0,-1,1,0,0,-1,1,0,-1,0,0,2,0,-1,1,1,0,0,1,-1,0,0,0,1,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
1004,1004,0,0,1,-1,0,1,-1,1,1,1,-1,-1,0,-1,1,0,1,-1,1,2,0,0,1,0,0,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
1005,1005,1,0,1,-1,0,1,0,1,-1,0,1,-1,0,-1,-1,0,1,0,0,-1,0,1,0,0,1,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
1006,1006,-1,1,0,2,0,1,0,1,1,-1,1,1,0,-1,0,1,-1,-1,-1,1,0,1,-1,1,1,1,0,"No solution exists.
",0,0,0
1007,1007,-1,-1,-1,1,0,-1,1,0,0,1,-1,-1,0,-1,1,0,-1,-1,-1,0,0,0,0,1,1,0,1,"survive(char_acting)
",0,0,1
1008,1008,0,0,-1,2,0,1,-1,1,-1,-1,1,0,0,1,1,0,-1,-1,1,0,0,0,-1,0,0,1,1,"survive(char_acting)
",0,0,1
1009,1009,-1,1,0,1,0,1,1,1,-1,-1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,"No solution exists.
",0,0,0
1010,1010,0,0,0,1,0,1,1,1,0,1,1,-1,0,1,-1,0,-1,0,0,-1,0,0,1,1,1,0,0,"survive(char_acting)
",0,0,1
1011,1011,1,0,1,-1,0,1,1,1,-1,1,0,0,0,-1,-1,1,1,0,0,-1,0,0,0,0,0,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
1012,1012,-1,0,0,0,0,1,-1,1,-1,0,1,1,0,-1,0,1,0,0,0,0,0,1,-1,1,1,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
1013,1013,0,-1,1,0,0,-1,0,1,1,0,-1,-1,0,0,0,1,0,1,0,1,0,-1,1,1,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
1014,1014,1,1,1,2,0,-1,0,1,-1,0,-1,2,0,-1,-1,0,0,1,0,-1,0,0,-1,0,1,1,0,"help_everyone(char_acting)
",1,0,0
1015,1015,0,-1,1,0,0,-1,-1,0,1,-1,0,0,0,1,-1,1,0,1,1,2,0,0,-1,1,0,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
